gene,W_observed,S2,perturbation,target_gene
NPM1,0.03922148530073464,0.04341667718734549,BHLHE40_pDS258,BHLHE40
UBTD2,0.005809335937346198,0.013141141333860901,BHLHE40_pDS258,BHLHE40
DUSP1,0.005516802578096365,0.024584824271240355,BHLHE40_pDS258,BHLHE40
CTC-308K20.1,0.00040648784103421154,0.0043661352672383635,BHLHE40_pDS258,BHLHE40
CREBRF,0.007080700611898271,0.008537474196561985,BHLHE40_pDS258,BHLHE40
BNIP1,0.010420249804575987,0.015670930451427197,BHLHE40_pDS258,BHLHE40
CPEB4,0.014846813383400692,0.04246349613788708,BHLHE40_pDS258,BHLHE40
RP11-844P9.2,0.008513192881050504,0.050218929814672936,BHLHE40_pDS258,BHLHE40
ZNF354B,0.002739868640251625,0.013394691546174198,BHLHE40_pDS258,BHLHE40
HNRNPH1,0.01680101698013356,0.1371934566757794,BHLHE40_pDS258,BHLHE40
SQSTM1,0.02288747574423217,0.027184129665314357,BHLHE40_pDS258,BHLHE40
BTNL9,0.0007735801419833235,0.005702584439805073,BHLHE40_pDS258,BHLHE40
TRIM7,0.009007271380160907,0.030873238550419412,BHLHE40_pDS258,BHLHE40
CTC-338M12.6,0.00018632547172630528,0.0038180745319327573,BHLHE40_pDS258,BHLHE40
TRIM52,0.007080562279333238,0.020478989666975478,BHLHE40_pDS258,BHLHE40
EXOC2,0.027561107459878297,0.06119006792566809,BHLHE40_pDS258,BHLHE40
NQO2,0.025046802047079923,0.04331324243126234,BHLHE40_pDS258,BHLHE40
RP1-40E16.12,0.004249793658532627,0.006174647710083766,BHLHE40_pDS258,BHLHE40
TUBB2A,0.020356451091109614,0.03526456238504675,BHLHE40_pDS258,BHLHE40
TUBB2B,0.04090116488089801,0.09340936794371277,BHLHE40_pDS258,BHLHE40
RREB1,0.007409101119710276,0.024811835775468943,BHLHE40_pDS258,BHLHE40
SNRNP48,0.03189411089708105,0.061427842213532605,BHLHE40_pDS258,BHLHE40
PAK1IP1,0.025491711506890783,0.09615415502376212,BHLHE40_pDS258,BHLHE40
RP11-421M1.8,0.00016240316750961776,0.00599028816697768,BHLHE40_pDS258,BHLHE40
HIVEP1,0.013922976128401713,0.03797460018219842,BHLHE40_pDS258,BHLHE40
CD83,0.0006445939353578142,0.021415803817130808,BHLHE40_pDS258,BHLHE40
JARID2,0.004840413538814251,0.023536192109025293,BHLHE40_pDS258,BHLHE40
JARID2-AS1,0.00010335138264060859,0.003818074531932797,BHLHE40_pDS258,BHLHE40
GMPR,0.08815487146137638,0.11169217178227998,BHLHE40_pDS258,BHLHE40
FAM8A1,0.006505805426045791,0.02206061373549055,BHLHE40_pDS258,BHLHE40
SOX4,0.04510960428184585,0.028136824148003406,BHLHE40_pDS258,BHLHE40
GMNN,0.07604987330110634,0.04448822521565865,BHLHE40_pDS258,BHLHE40
RP11-367G6.3,0.0005242335150893679,0.002995144083488709,BHLHE40_pDS258,BHLHE40
TRIM38,0.011956232807754326,0.041190037731133014,BHLHE40_pDS258,BHLHE40
HIST1H1C,0.06523766949617452,0.291765316172564,BHLHE40_pDS258,BHLHE40
HIST1H4C,0.03396571138322093,0.057114264228840306,BHLHE40_pDS258,BHLHE40
HIST1H2BC,0.018392563799413796,0.02578695559761856,BHLHE40_pDS258,BHLHE40
HIST1H2AC,0.08976164323803333,0.028037012467185884,BHLHE40_pDS258,BHLHE40
HIST1H2BD,0.021625865671268327,0.11546367848446627,BHLHE40_pDS258,BHLHE40
HIST1H4D,0.0002608889586814567,0.002995144083488749,BHLHE40_pDS258,BHLHE40
HIST1H3D,0.008372985544017253,0.03457413537276444,BHLHE40_pDS258,BHLHE40
HIST1H4E,0.012824138061368612,0.025170795988815296,BHLHE40_pDS258,BHLHE40
HIST1H2AE,0.016665321393919973,0.1393023771509471,BHLHE40_pDS258,BHLHE40
HIST1H1D,0.0216079588401324,0.10946114558598068,BHLHE40_pDS258,BHLHE40
HIST1H4H,0.03024083946089208,0.05824188403180481,BHLHE40_pDS258,BHLHE40
BTN2A2,0.004099456820568347,0.008064672255350444,BHLHE40_pDS258,BHLHE40
HIST1H2BJ,0.047955279103079076,0.013394691546174071,BHLHE40_pDS258,BHLHE40
HIST1H2BK,0.030494625557814754,0.0033486728865435495,BHLHE40_pDS258,BHLHE40
HIST1H2AK,6.157213759828537e-05,0.011256722175753941,BHLHE40_pDS258,BHLHE40
ZNF165,0.004126416610090508,0.011454223595798178,BHLHE40_pDS258,BHLHE40
ZNF311,0.0037725748373803373,0.011886609578576405,BHLHE40_pDS258,BHLHE40
RPP21,0.04221016508607711,0.13182462430680744,BHLHE40_pDS258,BHLHE40
HLA-E,0.019325653329163413,0.051801707473658636,BHLHE40_pDS258,BHLHE40
PPP1R18,0.10353165934341102,0.14639867822551703,BHLHE40_pDS258,BHLHE40
NRM,0.00861053683322535,0.0170749483931245,BHLHE40_pDS258,BHLHE40
TUBB,0.03637542067613319,0.04235773384131271,BHLHE40_pDS258,BHLHE40
IER3,0.020948214487003278,0.04534948833820012,BHLHE40_pDS258,BHLHE40
XXbac-BPG299F13.17,0.0067789662458393055,0.014711311122761455,BHLHE40_pDS258,BHLHE40
XXbac-BPG181B23.7,0.0030073080913744616,0.018853950254627716,BHLHE40_pDS258,BHLHE40
DDX39B-AS1,0.0005645061971280895,0.008270611925156404,BHLHE40_pDS258,BHLHE40
LTB,0.06913724175833823,0.1786886493367494,BHLHE40_pDS258,BHLHE40
LST1,0.12065793419019923,0.31485717628717796,BHLHE40_pDS258,BHLHE40
NCR3,0.03298502715093475,0.09589139837795067,BHLHE40_pDS258,BHLHE40
AIF1,0.3919050573853689,0.46651232013913724,BHLHE40_pDS258,BHLHE40
CLIC1,0.10527755263042268,0.017238348751501695,BHLHE40_pDS258,BHLHE40
HSPA1A,0.017680287490899744,0.05304238658242019,BHLHE40_pDS258,BHLHE40
C6orf48,0.03345462861612923,0.04091689123198413,BHLHE40_pDS258,BHLHE40
NEU1,0.012331621353170917,0.002117886692065562,BHLHE40_pDS258,BHLHE40
DXO,0.01388552542556834,0.049101182997260254,BHLHE40_pDS258,BHLHE40
PPT2-EGFL8,0.0004826582130100204,0.00449271612523293,BHLHE40_pDS258,BHLHE40
EGFL8,0.00021875898583437387,0.014246625664675628,BHLHE40_pDS258,BHLHE40
HLA-DOB,0.0006332435986443069,0.0021178866920654334,BHLHE40_pDS258,BHLHE40
BRD2,0.02382969592153039,0.023890850845973532,BHLHE40_pDS258,BHLHE40
RPS18,0.016089463222532692,0.02435569695875492,BHLHE40_pDS258,BHLHE40
C6orf1,0.011189317579921526,0.02550273290967404,BHLHE40_pDS258,BHLHE40
SCUBE3,0.00030003848064934625,0.00570258443980531,BHLHE40_pDS258,BHLHE40
PPARD,0.02154945970182148,0.042883937046122235,BHLHE40_pDS258,BHLHE40
CDKN1A,0.002830980959761915,0.01392822511120989,BHLHE40_pDS258,BHLHE40
PIM1,0.06924641495377809,0.10343009250901045,BHLHE40_pDS258,BHLHE40
TMEM217,0.0032666340691706658,0.0021178866920656338,BHLHE40_pDS258,BHLHE40
ZFAND3,0.005862589025434714,0.014246625664675647,BHLHE40_pDS258,BHLHE40
DNAH8,0.00013677985521398677,0.007781612592887346,BHLHE40_pDS258,BHLHE40
FRS3,0.00019858374232088147,0.003348672886543529,BHLHE40_pDS258,BHLHE40
PRICKLE4,0.008547643146359186,0.02638873220290368,BHLHE40_pDS258,BHLHE40
GNMT,0.004415058384324474,0.02144196852306107,BHLHE40_pDS258,BHLHE40
HSP90AB1,0.028771207551806444,0.04448822521565871,BHLHE40_pDS258,BHLHE40
TNFRSF21,0.00035564275858395936,0.008537474196562238,BHLHE40_pDS258,BHLHE40
RHAG,0.013364858044487254,0.05413054885561434,BHLHE40_pDS258,BHLHE40
MCM3,0.039455980631470905,0.06156460195731183,BHLHE40_pDS258,BHLHE40
GSTA2,0.0004526651771129644,0.006527765190635535,BHLHE40_pDS258,BHLHE40
ICK,0.003016562300038839,0.006527765190635424,BHLHE40_pDS258,BHLHE40
XXbac-BPGBPG55C20.2,0.0004973746025790586,0.0038180745319327573,BHLHE40_pDS258,BHLHE40
FKBP1C,0.00043018305618266697,0.01048300429221044,BHLHE40_pDS258,BHLHE40
RP11-301G19.1,0.026058377318424124,0.029135378574014357,BHLHE40_pDS258,BHLHE40
RP11-542F9.1,0.00012550993270010248,0.007103607918151532,BHLHE40_pDS258,BHLHE40
KCNQ5,0.0031723969893170394,0.019782694268663362,BHLHE40_pDS258,BHLHE40
MB21D1,0.00037367286783260864,0.006527765190635682,BHLHE40_pDS258,BHLHE40
ME1,0.0213047557828223,0.05691758918119838,BHLHE40_pDS258,BHLHE40
MRAP2,0.02031390766345222,0.05091744941930818,BHLHE40_pDS258,BHLHE40
SLC35A1,0.016581521694011756,0.048050830583983566,BHLHE40_pDS258,BHLHE40
AKIRIN2,0.04485375057010833,0.04178467533363018,BHLHE40_pDS258,BHLHE40
PNRC1,0.007025974227886526,0.03368705006717649,BHLHE40_pDS258,BHLHE40
RRAGD,0.002626961653021883,0.03534396929122984,BHLHE40_pDS258,BHLHE40
MAP3K7,0.032201869941154565,0.060656289650469736,BHLHE40_pDS258,BHLHE40
MANEA-AS1,0.00628954741217449,0.01048300429221044,BHLHE40_pDS258,BHLHE40
RP11-98I9.4,0.0038267465935247842,0.0122581554629708,BHLHE40_pDS258,BHLHE40
TSTD3,0.0035842398357824254,0.017238348751501712,BHLHE40_pDS258,BHLHE40
AIM1,0.011025378260546639,0.024355696958754773,BHLHE40_pDS258,BHLHE40
SESN1,0.007796065955169978,0.015272298127730975,BHLHE40_pDS258,BHLHE40
CD164,0.036217834742335725,0.10915338168095735,BHLHE40_pDS258,BHLHE40
AK9,0.005765306857950824,0.020966008584420964,BHLHE40_pDS258,BHLHE40
KIAA1919,0.0059071076197413286,0.013766263498426728,BHLHE40_pDS258,BHLHE40
HDAC2,0.031080372040095568,0.024355696958754825,BHLHE40_pDS258,BHLHE40
DSE,0.00034041323155519924,0.012751366454837128,BHLHE40_pDS258,BHLHE40
TSPYL1,0.0014079035854425617,0.020369181960492578,BHLHE40_pDS258,BHLHE40
KPNA5,0.00254840929151776,0.016676256489589654,BHLHE40_pDS258,BHLHE40
CEP85L,0.006537777932168513,0.005399572785210455,BHLHE40_pDS258,BHLHE40
SERINC1,0.014762992879421566,0.04076588054953338,BHLHE40_pDS258,BHLHE40
SMPDL3A,0.0010749812247983065,0.00885975567989892,BHLHE40_pDS258,BHLHE40
TRDN,0.007815228706005695,0.018280196416120487,BHLHE40_pDS258,BHLHE40
RPS12,0.020315240604351345,0.05824188403180468,BHLHE40_pDS258,BHLHE40
SGK1,0.007674754499706427,0.013968422092657709,BHLHE40_pDS258,BHLHE40
IFNGR1,0.025492599610819483,0.05077409735521075,BHLHE40_pDS258,BHLHE40
CCDC28A,0.009019752162539989,0.05380849494361216,BHLHE40_pDS258,BHLHE40
REPS1,0.009329801579500424,0.01042938243523532,BHLHE40_pDS258,BHLHE40
CITED2,0.1267988487852511,0.10589433460328161,BHLHE40_pDS258,BHLHE40
RP1-20N2.6,3.9623353908544184e-05,0.0021178866920659465,BHLHE40_pDS258,BHLHE40
PHACTR2,0.015697051782470682,0.04151544137468256,BHLHE40_pDS258,BHLHE40
EPM2A,0.0019907104172913943,0.012751366454836916,BHLHE40_pDS258,BHLHE40
RP3-466P17.1,0.0001264387685603683,0.009990051546390454,BHLHE40_pDS258,BHLHE40
PPP1R14C,0.006985389712601867,0.021727700873657087,BHLHE40_pDS258,BHLHE40
FBXO5,0.020553431970894397,0.2064966676978966,BHLHE40_pDS258,BHLHE40
SNX9,0.031179309770744828,0.07942075095246132,BHLHE40_pDS258,BHLHE40
SERAC1,0.0017831406028847288,0.010589433460328165,BHLHE40_pDS258,BHLHE40
EZR,0.018570107988741515,0.08276710947438444,BHLHE40_pDS258,BHLHE40
C6orf99,0.0011099102198682534,0.0,BHLHE40_pDS258,BHLHE40
ACAT2,0.05531670253201147,0.016541223850312644,BHLHE40_pDS258,BHLHE40
CAHM,0.006856200342358419,0.012394614087767502,BHLHE40_pDS258,BHLHE40
RP11-514O12.4,0.00031434997060498,0.004735738612100793,BHLHE40_pDS258,BHLHE40
RNASET2,0.05707052006984591,0.1373609127665631,BHLHE40_pDS258,BHLHE40
ERMARD,0.007063344268887282,0.014246625664675796,BHLHE40_pDS258,BHLHE40
RP11-449P15.2,0.00035319105045921205,0.008064672255350446,BHLHE40_pDS258,BHLHE40
PSMG3-AS1,0.0015988488492200967,0.005990288166977319,BHLHE40_pDS258,BHLHE40
AC074389.5,0.00027087044527794666,0.003818074531932899,BHLHE40_pDS258,BHLHE40
MAD1L1,0.017909457097196952,0.06141871406990334,BHLHE40_pDS258,BHLHE40
TTYH3,0.0002880050564092578,0.006441300906956954,BHLHE40_pDS258,BHLHE40
FOXK1,0.01617693471686031,0.025786955597618542,BHLHE40_pDS258,BHLHE40
ACTB,0.12698325999042348,0.0412987904952798,BHLHE40_pDS258,BHLHE40
FAM220A,0.0010812835731961472,0.0047357386121009435,BHLHE40_pDS258,BHLHE40
TSPAN13,0.0736802901811885,0.0779385180238281,BHLHE40_pDS258,BHLHE40
SP4,0.006212307201946879,0.02211138621630767,BHLHE40_pDS258,BHLHE40
KLHL7,0.02423792948786736,0.0746235805640029,BHLHE40_pDS258,BHLHE40
DFNA5,0.06165986962178507,0.06385349350466035,BHLHE40_pDS258,BHLHE40
NFE2L3,0.009364603655476809,0.016198718355631702,BHLHE40_pDS258,BHLHE40
HNRNPA2B1,0.04356618259005084,0.04404491511497561,BHLHE40_pDS258,BHLHE40
HOTAIRM1,0.016193147390008107,0.02211138621630791,BHLHE40_pDS258,BHLHE40
HOXA6,0.0001466416756598163,0.003348672886543854,BHLHE40_pDS258,BHLHE40
TAX1BP1,0.015747702761972574,0.05239362320685957,BHLHE40_pDS258,BHLHE40
FKBP14,0.004045219524623897,0.008732270534476564,BHLHE40_pDS258,BHLHE40
ZNRF2,0.0002082788202210913,0.0021178866920654334,BHLHE40_pDS258,BHLHE40
NOD1,0.0051625133068564045,0.006441300906956954,BHLHE40_pDS258,BHLHE40
RALA,0.04010185330879028,0.15310797469854573,BHLHE40_pDS258,BHLHE40
RP11-467D6.1,0.00050472520514934,0.00473573861210106,BHLHE40_pDS258,BHLHE40
STK17A,0.011856284069424853,0.0522543209659351,BHLHE40_pDS258,BHLHE40
AC004854.4,0.0005065029863948572,0.005399572785210568,BHLHE40_pDS258,BHLHE40
UPP1,0.004653636752782931,0.015454769333536667,BHLHE40_pDS258,BHLHE40
PSPH,0.04221180733035098,0.034476697503003535,BHLHE40_pDS258,BHLHE40
SUMF2,0.011189215284497392,0.05447128815021368,BHLHE40_pDS258,BHLHE40
ZNF680,0.007241596923070436,0.019525950513007824,BHLHE40_pDS258,BHLHE40
ERV3-1,0.020764599140960596,0.14567689287007163,BHLHE40_pDS258,BHLHE40
RP11-792A8.4,0.008607477178130105,0.01828019641612031,BHLHE40_pDS258,BHLHE40
RHBDD2,0.006145104123833243,0.018126190332262364,BHLHE40_pDS258,BHLHE40
GSAP,0.00645888773084468,0.019002058974082445,BHLHE40_pDS258,BHLHE40
GATAD1,0.035890031923210074,0.09509877258153433,BHLHE40_pDS258,BHLHE40
GNGT1,0.00043589623633937983,0.005399572785210568,BHLHE40_pDS258,BHLHE40
CASD1,0.006008338758463609,0.007412603422229659,BHLHE40_pDS258,BHLHE40
ASNS,0.018745521717702485,0.01906098022859057,BHLHE40_pDS258,BHLHE40
AC004893.11,6.981064093417289e-05,0.0033486728865436107,BHLHE40_pDS258,BHLHE40
GS1-259H13.2,0.00041275940031354285,0.0023678693060505108,BHLHE40_pDS258,BHLHE40
CYP3A5,0.0070408115705823775,0.018280196416120203,BHLHE40_pDS258,BHLHE40
AP4M1,0.0074585827298747865,0.024630393956816505,BHLHE40_pDS258,BHLHE40
ZCWPW1,0.003010976442558601,0.017367962221251844,BHLHE40_pDS258,BHLHE40
TSC22D4,0.019854732850136624,0.07817555567493015,BHLHE40_pDS258,BHLHE40
LRCH4,0.017327110154103167,0.048132440691091356,BHLHE40_pDS258,BHLHE40
RP11-126L15.4,0.00017274197345284835,0.004492716125233123,BHLHE40_pDS258,BHLHE40
MUC12,0.002825138314923787,0.003176830038098658,BHLHE40_pDS258,BHLHE40
SERPINE1,0.004592173294373859,0.010850940330738816,BHLHE40_pDS258,BHLHE40
VGF,0.02000919034395277,0.025699837255382135,BHLHE40_pDS258,BHLHE40
CLDN15,0.011636390722639724,0.03178594453695792,BHLHE40_pDS258,BHLHE40
RELN,0.012205099904999477,0.03918090380321432,BHLHE40_pDS258,BHLHE40
RP11-251G23.5,0.000532390645056187,0.007487860208721692,BHLHE40_pDS258,BHLHE40
CCDC71L,0.014990211457593052,0.025370479297827975,BHLHE40_pDS258,BHLHE40
PIK3CG,0.0018506826429957968,0.01326852209504993,BHLHE40_pDS258,BHLHE40
HBP1,0.007897730764159621,0.018523943130251998,BHLHE40_pDS258,BHLHE40
DLD,0.02135077257184289,0.07200814753023159,BHLHE40_pDS258,BHLHE40
CTB-13F3.1,7.530361392599201e-05,0.007487860208721874,BHLHE40_pDS258,BHLHE40
PNPLA8,0.00667919011159878,0.012795261133546534,BHLHE40_pDS258,BHLHE40
THAP5,0.014213931802109244,0.033803355888124546,BHLHE40_pDS258,BHLHE40
DNAJB9,0.017633904486642853,0.02861107368447125,BHLHE40_pDS258,BHLHE40
LSMEM1,0.0015197329828695308,0.004492716125233123,BHLHE40_pDS258,BHLHE40
LINC00998,0.10501515841903396,0.06417755830602827,BHLHE40_pDS258,BHLHE40
TES,0.007068433301455024,0.028611073684471182,BHLHE40_pDS258,BHLHE40
MET,0.00012104342549509212,2.5639502485114184e-16,BHLHE40_pDS258,BHLHE40
POT1-AS1,0.00015597933691044365,0.005294716730164287,BHLHE40_pDS258,BHLHE40
ZNF800,0.01055738118229858,0.014975720417443685,BHLHE40_pDS258,BHLHE40
CCDC136,0.017316664229204432,0.04142079605058321,BHLHE40_pDS258,BHLHE40
SMO,0.00046058989839907764,0.009762975256503994,BHLHE40_pDS258,BHLHE40
STRIP2,0.00031538862030340494,0.008270611925156247,BHLHE40_pDS258,BHLHE40
RP11-448A19.1,0.0058428579666853315,0.01440318669148712,BHLHE40_pDS258,BHLHE40
UBE2H,0.0319878306704399,0.10345719328047229,BHLHE40_pDS258,BHLHE40
KDM7A,0.008186071233816539,0.020231084219317654,BHLHE40_pDS258,BHLHE40
AGK,0.005261272724956305,0.0131411413338609,BHLHE40_pDS258,BHLHE40
PRSS1,0.05425327242264445,0.04655739288810281,BHLHE40_pDS258,BHLHE40
EPHB6,0.04326935797539843,0.10915338168095734,BHLHE40_pDS258,BHLHE40
AC093673.5,0.010668885111838012,0.01623329410117323,BHLHE40_pDS258,BHLHE40
ZYX,0.01689809942189372,0.04054522463641209,BHLHE40_pDS258,BHLHE40
EPHA1-AS1,0.00020778666654127465,0.00617464771008405,BHLHE40_pDS258,BHLHE40
INSIG1,0.062353860139455076,0.13054241942984965,BHLHE40_pDS258,BHLHE40
MNX1-AS2,0.0002434359933741551,0.003348672886543854,BHLHE40_pDS258,BHLHE40
RP11-706O15.1,0.01364418928536542,0.02681030412879927,BHLHE40_pDS258,BHLHE40
TMSB4X,0.16774188558054154,0.011696411553680768,BHLHE40_pDS258,BHLHE40
MOSPD2,0.0060897945281765675,0.013141141333860655,BHLHE40_pDS258,BHLHE40
PIGA,0.0017508294962011773,0.009762975256503981,BHLHE40_pDS258,BHLHE40
ZRSR2,0.012167893322244317,0.039180903803214345,BHLHE40_pDS258,BHLHE40
AP1S2,0.035586168461769395,0.11925695657356589,BHLHE40_pDS258,BHLHE40
CXorf23,0.006701789990975781,0.02747136618011803,BHLHE40_pDS258,BHLHE40
SAT1,0.013463031435392668,0.003348672886543519,BHLHE40_pDS258,BHLHE40
MAGEB2,0.00035129001644087934,0.0031768300380982783,BHLHE40_pDS258,BHLHE40
GPR82,0.00047227211041230943,0.01674336443271753,BHLHE40_pDS258,BHLHE40
ZNF674-AS1,0.007469477079039091,0.026831208852543503,BHLHE40_pDS258,BHLHE40
JADE3,0.0060731660212101045,0.013806932016860925,BHLHE40_pDS258,BHLHE40
TIMP1,0.11027058193350504,0.04981537830195788,BHLHE40_pDS258,BHLHE40
PRAF2,0.0004085591430259345,0.0023678693060502813,BHLHE40_pDS258,BHLHE40
PLP2,0.023385429815474628,0.06538064064024275,BHLHE40_pDS258,BHLHE40
CLCN5,0.0013778406589731583,0.01623329410117328,BHLHE40_pDS258,BHLHE40
TSPYL2,0.0017338659094708864,0.011405168879610305,BHLHE40_pDS258,BHLHE40
IQSEC2,0.01426172746845275,0.06455213020155323,BHLHE40_pDS258,BHLHE40
RIBC1,0.0008448876682503235,0.003348672886543619,BHLHE40_pDS258,BHLHE40
ALAS2,0.1118422183025403,0.26173258128755666,BHLHE40_pDS258,BHLHE40
PAGE2,0.00017876145387447928,0.0014975720417443744,BHLHE40_pDS258,BHLHE40
SPIN4,0.0013337678560739886,0.004615827032291927,BHLHE40_pDS258,BHLHE40
AMER1,0.008397132157440326,0.02256319788036824,BHLHE40_pDS258,BHLHE40
IGBP1,0.01675275975542399,0.023127671776923823,BHLHE40_pDS258,BHLHE40
IL2RG,0.03078186009722338,0.0928977628029054,BHLHE40_pDS258,BHLHE40
ITGB1BP2,0.0009567202643879644,0.005294716730164225,BHLHE40_pDS258,BHLHE40
TAF1,0.011058825796305998,0.028256132771423432,BHLHE40_pDS258,BHLHE40
ACRC,0.0013809250031378967,0.0039622031928588704,BHLHE40_pDS258,BHLHE40
UPRT,0.0026802333817153674,0.0010589433460328047,BHLHE40_pDS258,BHLHE40
COX7B,0.03812175351971434,0.021804978062026237,BHLHE40_pDS258,BHLHE40
PGK1,0.056162084487564996,0.06169197085767132,BHLHE40_pDS258,BHLHE40
ITM2A,0.04927175250711277,0.10737706415208967,BHLHE40_pDS258,BHLHE40
CHM,0.003574505595034409,0.005702584439805308,BHLHE40_pDS258,BHLHE40
FAM133A,0.00019191325195965368,0.001497572041744556,BHLHE40_pDS258,BHLHE40
TSPAN6,9.70146591354994e-05,0.0021178866920654334,BHLHE40_pDS258,BHLHE40
ARMCX3,0.023520018746269685,0.055733024303341656,BHLHE40_pDS258,BHLHE40
BEX4,0.04566109878673244,0.011256722175754004,BHLHE40_pDS258,BHLHE40
TCEAL7,0.00031258369341559015,0.0014975720417445555,BHLHE40_pDS258,BHLHE40
WBP5,0.04916565353694988,0.1315180351925287,BHLHE40_pDS258,BHLHE40
MORF4L2-AS1,0.0031736091288507855,0.004735738612100944,BHLHE40_pDS258,BHLHE40
TSC22D3,0.009814062576977029,0.012926050847260735,BHLHE40_pDS258,BHLHE40
LONRF3,0.006652221652171804,0.016302225596384085,BHLHE40_pDS258,BHLHE40
RPL39,0.055678546067166504,0.11612220350363146,BHLHE40_pDS258,BHLHE40
RHOXF2,0.0026373794598394183,0.002367869306050281,BHLHE40_pDS258,BHLHE40
ENOX2,0.010821101700680706,0.007709223925641252,BHLHE40_pDS258,BHLHE40
RAP2C,0.013914262150965287,0.033786765283008474,BHLHE40_pDS258,BHLHE40
FAM122C,0.00028250630009666233,0.0,BHLHE40_pDS258,BHLHE40
ZNF75D,0.0002218159663643457,0.003176830038098535,BHLHE40_pDS258,BHLHE40
MAGEC2,0.009455663938846458,0.022736477863983685,BHLHE40_pDS258,BHLHE40
IDS,0.01813033127479009,0.03669815490101261,BHLHE40_pDS258,BHLHE40
TMEM185A,0.002360755439383477,0.005399572785210708,BHLHE40_pDS258,BHLHE40
FLNA,0.034105248697397235,0.07559401899294789,BHLHE40_pDS258,BHLHE40
DNASE1L1,0.007414368718089881,0.026218205491522463,BHLHE40_pDS258,BHLHE40
GAB3,0.006482152630576533,0.016743364432717643,BHLHE40_pDS258,BHLHE40
MTCP1,0.00016479281183279408,0.01505041275319866,BHLHE40_pDS258,BHLHE40
ZNF596,0.0011013800272168478,0.002117886692065633,BHLHE40_pDS258,BHLHE40
TDRP,0.00037797813539310054,0.007636149063865808,BHLHE40_pDS258,BHLHE40
RP11-378A12.1,0.0003389855151192382,0.00449271612523313,BHLHE40_pDS258,BHLHE40
ANGPT2,0.0014548911924891406,0.007636149063865382,BHLHE40_pDS258,BHLHE40
RP11-375N15.2,0.00017658998923785848,0.009352334403151055,BHLHE40_pDS258,BHLHE40
SLC35G5,0.0006916283300454418,0.0047357386121007925,BHLHE40_pDS258,BHLHE40
FDFT1,0.06172078633805926,0.041958751004626746,BHLHE40_pDS258,BHLHE40
RP11-297N6.4,0.0042596778908529885,0.011405168879610397,BHLHE40_pDS258,BHLHE40
CTSB,0.02590943343507642,0.047652450571476615,BHLHE40_pDS258,BHLHE40
LONRF1,0.005212342867439973,0.007412603422229659,BHLHE40_pDS258,BHLHE40
VPS37A,0.016325089872014087,0.022810337759220523,BHLHE40_pDS258,BHLHE40
CTD-2547L16.1,0.0005715229926395396,0.006174647710083785,BHLHE40_pDS258,BHLHE40
ATP6V1B2,0.013942434045902393,0.034590348332798886,BHLHE40_pDS258,BHLHE40
DOK2,0.004390333935821483,0.013268522095049962,BHLHE40_pDS258,BHLHE40
TNFRSF10B,0.005360864079116312,0.02069685739094082,BHLHE40_pDS258,BHLHE40
TNFRSF10C,0.0015217461210980054,0.005399572785210456,BHLHE40_pDS258,BHLHE40
SLC25A37,0.025745521197137557,0.08946034612684516,BHLHE40_pDS258,BHLHE40
GNRH1,0.0002191180167091036,0.002593870864295998,BHLHE40_pDS258,BHLHE40
SCARA5,5.996232152788991e-05,0.0021178866920659465,BHLHE40_pDS258,BHLHE40
FBXO16,0.0006547779340484325,0.0053995727852102545,BHLHE40_pDS258,BHLHE40
RP11-51J9.5,0.005347155509179409,0.01058943346032845,BHLHE40_pDS258,BHLHE40
RAB11FIP1,0.060318632849268604,0.13064116722469693,BHLHE40_pDS258,BHLHE40
DDHD2,0.013900422741753987,0.047143796219995045,BHLHE40_pDS258,BHLHE40
RP11-350N15.5,0.0030627330440372406,0.008270611925156405,BHLHE40_pDS258,BHLHE40
LETM2,0.0031122533946225587,0.01474937408708566,BHLHE40_pDS258,BHLHE40
FGFR1,0.017947764211542115,0.04891813973945359,BHLHE40_pDS258,BHLHE40
RP11-930P14.2,0.0017702092211266023,0.009530490114295348,BHLHE40_pDS258,BHLHE40
THAP1,0.02103121720391491,0.04618255775965478,BHLHE40_pDS258,BHLHE40
CEBPD,0.027819686516583095,0.11126970348029748,BHLHE40_pDS258,BHLHE40
RB1CC1,0.010609364132967524,0.07756353408158366,BHLHE40_pDS258,BHLHE40
RGS20,0.009745641980541052,0.028689353102129455,BHLHE40_pDS258,BHLHE40
SDCBP,0.030791610059713592,0.05358922976573258,BHLHE40_pDS258,BHLHE40
RP11-16E18.3,0.00012231843832374278,0.005294716730164287,BHLHE40_pDS258,BHLHE40
CTD-3025N20.3,0.00022256433022555214,0.00449271612523293,BHLHE40_pDS258,BHLHE40
C8orf44,0.019093791654274276,0.05460493499561174,BHLHE40_pDS258,BHLHE40
NCOA2,0.007490387656882614,0.018942954448403555,BHLHE40_pDS258,BHLHE40
TRPA1,0.00045627639929140753,0.012349295420167774,BHLHE40_pDS258,BHLHE40
RPL7,0.02369304526294085,0.05613398648235456,BHLHE40_pDS258,BHLHE40
TMEM70,0.031140465687084756,0.14166113312012596,BHLHE40_pDS258,BHLHE40
RP11-758M4.1,9.838909498843096e-05,0.005294716730164378,BHLHE40_pDS258,BHLHE40
RP11-758M4.4,0.03131423074053136,0.07958295662442631,BHLHE40_pDS258,BHLHE40
SLC10A5,0.0008757448187862077,0.0047357386121012505,BHLHE40_pDS258,BHLHE40
