gene,S2,p_value_perm,n_peaks_on,n_peaks_off
FAM127C,0.7075827175602276,0.001996007984031936,3,6
RAI14,0.7074611407223306,0.001996007984031936,4,4
CTD-2023N9.3,0.7074611407223302,0.001996007984031936,4,3
GABRA3,0.7074567193527193,0.001996007984031936,3,6
C12orf54,0.7074500872464927,0.001996007984031936,2,5
CTD-2245F17.6,0.7074500872464927,0.001996007984031936,2,3
AC128709.2,0.7074500872464925,0.001996007984031936,1,4
PLA2G2A,0.7074500872464925,0.001996007984031936,2,5
KIAA1919,0.7074500872464923,0.001996007984031936,2,4
PABPC1L2B-AS1,0.7074500872464923,0.001996007984031936,2,5
SPSB1,0.7074500872464923,0.001996007984031936,2,3
RP11-101O21.1,0.7074478765306005,0.001996007984031936,2,4
RP11-154H12.3,0.7074434550780914,0.001996007984031936,2,3
RP11-711C17.1,0.7074434550780911,0.001996007984031936,3,4
C7orf71,0.7074434550780911,0.001996007984031936,3,4
COL19A1,0.7074412443414745,0.001996007984031936,2,4
IGHV4-55,0.7057347054305411,0.001996007984031936,5,3
CTD-2024D23.1,0.7057347054305411,0.001996007984031936,4,4
F11R,0.7057081118990788,0.001996007984031936,1,3
CD200R1,0.7056992471658922,0.001996007984031936,2,4
RP11-1084I9.2,0.7056992471658914,0.001996007984031936,3,4
RP11-475E11.9,0.7056925985429239,0.001996007984031936,3,9
RP11-35G22.1,0.7056881660928119,0.001996007984031936,3,3
TESK2,0.7056881660928117,0.001996007984031936,3,6
ADAMTS2,0.705681517365443,0.001996007984031936,3,5
BBS7,0.705681517365443,0.001996007984031936,4,4
RP11-513G19.1,0.7056815173654428,0.001996007984031936,2,6
PRKCA,0.7056815173654428,0.001996007984031936,2,3
FER1L5,0.7056815173654426,0.001996007984031936,2,6
RP11-320G10.1,0.7056815173654426,0.001996007984031936,2,4
RP11-966I7.3,0.7056815173654426,0.001996007984031936,2,5
LIG4,0.7056748685754309,0.001996007984031936,1,3
RP11-421P23.1,0.7056748685754309,0.001996007984031936,4,7
CTD-2026K11.6,0.7056748685754309,0.001996007984031936,4,6
PLAU,0.7056748685754307,0.001996007984031936,1,4
PHC3,0.7056748685754307,0.001996007984031936,1,3
FBXO47,0.7056748685754307,0.001996007984031936,4,5
RP11-650L12.2,0.7056726522981726,0.001996007984031936,2,5
CT45A1,0.7040462442744747,0.001996007984031936,2,3
AL132709.8,0.7040129224778342,0.001996007984031936,4,3
BMP5,0.7039729342398948,0.001996007984031936,4,6
AC092171.2,0.7039418307065788,0.001996007984031936,4,6
GRB2,0.7039396089730396,0.001996007984031936,3,4
MAL2,0.7039373872324878,0.001996007984031936,2,2
HSD17B4,0.703930721968759,0.001996007984031936,3,7
AP001604.3,0.703930721968759,0.001996007984031936,1,6
CBLN1,0.70392405664192,0.001996007984031936,1,3
RP11-646J21.3,0.7039240566419198,0.001996007984031936,3,7
SVOP,0.7039240566419198,0.001996007984031936,3,2
SETD7,0.7039240566419196,0.001996007984031936,1,4
AC092301.3,0.7039196130556302,0.001996007984031936,5,5
CTD-2017F17.1,0.7039129476236011,0.001996007984031936,4,4
SERPINF1,0.7039129476236011,0.001996007984031936,3,3
RP11-100F15.1,0.7039129476236009,0.001996007984031936,3,6
WDR45B,0.7039129476236006,0.001996007984031936,3,4
ERO1A,0.7039129476236006,0.001996007984031936,4,4
RP11-61O1.2,0.7039107257988986,0.001996007984031936,4,4
AC112719.2,0.7039107257988984,0.001996007984031936,2,2
AC073842.19,0.7039062821284554,0.001996007984031936,2,5
AC062032.1,0.7039062821284551,0.001996007984031936,2,4
MEIS1,0.7039062821284551,0.001996007984031936,3,4
GPANK1,0.7039062821284551,0.001996007984031936,2,4
WNT5A-AS1,0.7039062821284551,0.001996007984031936,3,7
FOLR1,0.7039062821284549,0.001996007984031936,2,3
NR2F1-AS1,0.7039062821284549,0.001996007984031936,2,6
LINC01207,0.7039062821284546,0.001996007984031936,2,5
ZKSCAN4,0.7039062821284546,0.001996007984031936,2,4
ATP5G3,0.7039062821284544,0.001996007984031936,3,4
NIN,0.7039040602827134,0.001996007984031936,3,6
CKAP4,0.7039040602827131,0.001996007984031936,1,2
RP11-95P13.1,0.7039040602827131,0.001996007984031936,2,5
FOXI2,0.7039018384299587,0.001996007984031936,4,5
JHDM1D-AS1,0.7039018384299581,0.001996007984031936,4,4
PPCDC,0.7022446046582075,0.001996007984031936,4,5
XXbac-BPG246D15.9,0.7021911522325126,0.001996007984031936,2,4
CCDC127,0.7021911522325124,0.001996007984031936,2,5
NPHP3-AS1,0.7021911522325124,0.001996007984031936,2,3
NUBP1,0.7021889249598071,0.001996007984031936,4,4
RP11-309H21.2,0.7021889249598066,0.001996007984031936,2,2
ELANE,0.7021889249598062,0.001996007984031936,3,3
RALB,0.7021777884903074,0.001996007984031936,5,5
RP11-753H16.5,0.7021777884903068,0.001996007984031936,2,4
MED13,0.7021711065238276,0.001996007984031936,2,6
CEP68,0.7021711065238272,0.001996007984031936,3,3
WWC3,0.7021621971362741,0.001996007984031936,3,2
CCNYL1,0.7021621971362736,0.001996007984031936,4,5
HOXD1,0.7021532876356726,0.001996007984031936,2,1
PCCB,0.7021532876356726,0.001996007984031936,3,3
ABL2,0.702151060242858,0.001996007984031936,5,4
RP3-431P23.5,0.7021510602428578,0.001996007984031936,4,3
RP11-467L13.7,0.7021510602428576,0.001996007984031936,3,4
AC006129.2,0.7021510602428573,0.001996007984031936,3,5
RP11-402G3.3,0.7021443780220186,0.001996007984031936,3,4
GPR160,0.7021443780220186,0.001996007984031936,3,4
RP11-338E21.3,0.7021443780220183,0.001996007984031936,4,4
MAGEA2B,0.7021443780220183,0.001996007984031936,4,4
TMEM110,0.7021443780220183,0.001996007984031936,3,6
SYT11,0.7021443780220183,0.001996007984031936,1,5
TRIM26,0.7021443780220181,0.001996007984031936,3,4
RP5-908M14.5,0.7021443780220178,0.001996007984031936,3,5
ZCCHC9,0.7021443780220178,0.001996007984031936,1,5
OR2Y1,0.70214215060094,0.001996007984031936,3,4
CYP4B1,0.70214215060094,0.001996007984031936,2,2
QRICH2,0.7021421506009399,0.001996007984031936,2,5
NF1,0.7021421506009395,0.001996007984031936,1,2
ITLN2,0.7021421506009393,0.001996007984031936,2,3
CARD8-AS1,0.7021376957375846,0.001996007984031936,2,4
AP000695.6,0.7021376957375846,0.001996007984031936,2,4
TCEB2,0.7021376957375844,0.001996007984031936,2,3
CXCL2,0.7021376957375844,0.001996007984031936,3,3
NCK1,0.7021376957375841,0.001996007984031936,2,4
OR2M2,0.7021376957375841,0.001996007984031936,2,5
ACAA1,0.7021376957375839,0.001996007984031936,3,5
KB-1836B5.4,0.7021376957375839,0.001996007984031936,3,6
FOXD1-AS1,0.7021376957375839,0.001996007984031936,2,3
RP11-64C1.1,0.7021376957375839,0.001996007984031936,2,4
RP4-559A3.7,0.7021354682953074,0.001996007984031936,2,4
RP11-475A13.1,0.702135468295307,0.001996007984031936,5,5
RP5-984P4.6,0.7021354682953068,0.001996007984031936,3,5
CEACAM21,0.7005164760914797,0.001996007984031936,5,4
ATF4,0.7004405637907793,0.001996007984031936,3,2
AC008074.4,0.7004293995232315,0.001996007984031936,3,5
SLC38A10,0.7004227008772862,0.001996007984031936,2,3
RP11-231G3.1,0.7004227008772856,0.001996007984031936,2,4
STX8,0.7004093033932004,0.001996007984031936,2,5
RP13-516M14.2,0.7004093033932002,0.001996007984031936,3,4
THBD,0.7004093033932,0.001996007984031936,6,4
P2RX3,0.7004093033931996,0.001996007984031936,4,4
CCM2L,0.7004026045550548,0.001996007984031936,2,5
HSD17B12,0.7003936726711975,0.001996007984031936,5,5
MYT1,0.7003847406734333,0.001996007984031936,2,1
AP000769.1,0.700382507656194,0.001996007984031936,4,5
STOML1,0.7003825076561937,0.001996007984031936,3,3
PUS3,0.7003825076561937,0.001996007984031936,3,5
FGD5-AS1,0.7003825076561937,0.001996007984031936,3,3
RP11-897M7.1,0.7003825076561935,0.001996007984031936,3,3
NMB,0.7003758085617577,0.001996007984031936,3,4
HLA-DMB,0.7003758085617577,0.001996007984031936,2,4
CTD-2026K11.5,0.7003758085617577,0.001996007984031936,3,4
STK32B,0.7003758085617577,0.001996007984031936,2,5
LINC00677,0.7003758085617577,0.001996007984031936,3,4
RP11-19D2.1,0.7003758085617577,0.001996007984031936,2,4
PAPLN,0.7003758085617572,0.001996007984031936,1,5
RP11-6I2.4,0.7003758085617572,0.001996007984031936,3,6
RP11-632B21.1,0.7003758085617572,0.001996007984031936,3,4
SLC24A1,0.7003735755160397,0.001996007984031936,3,4
KIF25,0.7003735755160392,0.001996007984031936,3,3
ZNF177,0.7003735755160392,0.001996007984031936,3,5
MECP2,0.7003735755160392,0.001996007984031936,5,7
RP11-894J14.5,0.7003691094032443,0.001996007984031936,1,6
C17orf97,0.7003691094032443,0.001996007984031936,2,5
TRBJ2-2P,0.7003691094032443,0.001996007984031936,2,5
CH17-118O6.3,0.700369109403244,0.001996007984031936,4,4
CTC-498M16.2,0.7003646432619683,0.001996007984031936,4,5
PROP1,0.6987482628107644,0.001996007984031936,3,3
PSPN,0.6987258800179943,0.001996007984031936,2,5
RP11-432I5.6,0.698685589184052,0.001996007984031936,3,5
PDE7B,0.6986520117141687,0.001996007984031936,4,2
FADS3,0.6986408188655916,0.001996007984031936,3,3
RAB10,0.6986408188655914,0.001996007984031936,3,4
ZNF589,0.6986341030703711,0.001996007984031936,2,5
MTRNR2L5,0.6986341030703711,0.001996007984031936,2,6
OR4C12,0.6986251485763203,0.001996007984031936,2,6
CTC-248O19.1,0.6986251485763197,0.001996007984031936,3,3
RP11-334A14.8,0.6986184326304614,0.001996007984031936,4,2
RBM4,0.6986161939674954,0.001996007984031936,2,2
PSME4,0.6986139552973553,0.001996007984031936,4,4
GAL3ST2,0.6986139552973549,0.001996007984031936,4,4
RP11-431J24.2,0.6986139552973547,0.001996007984031936,3,3
FILIP1L,0.6986072392438923,0.001996007984031936,5,4
LRRC19,0.6986072392438923,0.001996007984031936,3,5
RP4-671O14.7,0.6986072392438921,0.001996007984031936,2,3
OR10AG1,0.6986072392438921,0.001996007984031936,3,3
RP11-260M2.1,0.6986072392438918,0.001996007984031936,2,3
VTA1,0.6986072392438916,0.001996007984031936,2,6
RP11-255I10.2,0.6986072392438916,0.001996007984031936,3,5
RP1-67K17.4,0.6986050005450566,0.001996007984031936,2,6
LINC00939,0.6986050005450566,0.001996007984031936,3,3
TSN,0.6986005231258644,0.001996007984031936,2,5
NDFIP1,0.698600523125864,0.001996007984031936,2,3
ZNF182,0.698600523125864,0.001996007984031936,2,5
ST8SIA5,0.6986005231258634,0.001996007984031936,2,6
KLHL18,0.6986005231258632,0.001996007984031936,3,5
TAF1A,0.6986005231258632,0.001996007984031936,1,4
MAST1,0.698598284405506,0.001996007984031936,2,2
AC005355.2,0.698598284405506,0.001996007984031936,3,5
P3H1,0.6985982844055054,0.001996007984031936,1,2
LRRCC1,0.696865602073461,0.001996007984031936,2,3
ZNF14,0.6968566248544608,0.001996007984031936,3,4
RP5-1039K5.13,0.6968498918643156,0.001996007984031936,1,5
LINC00709,0.6968454031680774,0.001996007984031936,3,5
LDHB,0.6968454031680772,0.001996007984031936,3,3
PLEKHD1,0.6968386700695062,0.001996007984031936,2,4
RP11-263K4.4,0.6968386700695062,0.001996007984031936,2,4
CFAP99,0.6968386700695057,0.001996007984031936,3,4
USP5,0.6968364256888585,0.001996007984031936,2,7
RP11-309L24.4,0.6968364256888582,0.001996007984031936,2,6
LAIR1,0.696836425688858,0.001996007984031936,3,4
SPINT2,0.696836425688858,0.001996007984031936,2,2
C12orf42,0.696836425688858,0.001996007984031936,3,6
SLC6A12,0.696831936905877,0.001996007984031936,2,5
FA2H,0.6968319369058766,0.001996007984031936,2,5
RP11-247I13.11,0.6968319369058766,0.001996007984031936,2,3
RP11-475O23.2,0.6968319369058766,0.001996007984031936,2,3
RP11-404P21.6,0.6968319369058766,0.001996007984031936,2,3
SIN3B,0.6968319369058764,0.001996007984031936,2,4
KCNQ1,0.6968319369058762,0.001996007984031936,2,3
CYP3A7-CYP3A51P,0.6951780968609476,0.001996007984031936,3,3
DLX2,0.6951780968609471,0.001996007984031936,3,5
OR14A16,0.6951308507536632,0.001996007984031936,4,4
EPN1,0.6951241010476259,0.001996007984031936,3,4
VSTM1,0.6951241010476257,0.001996007984031936,3,5
SLC6A9,0.695117351276047,0.001996007984031936,4,6
RP11-635N19.1,0.6951151013376227,0.001996007984031936,1,5
AC022173.2,0.69510385153626,0.001996007984031936,3,6
GPR158,0.69510385153626,0.001996007984031936,3,5
RP4-635E18.9,0.6951038515362598,0.001996007984031936,1,7
RP11-2C24.7,0.695099351564735,0.001996007984031936,3,2
AC099684.1,0.6950993515647348,0.001996007984031936,1,4
RP11-687D19.1,0.6950971015680478,0.001996007984031936,2,4
AUNIP,0.6950881015084662,0.001996007984031936,1,3
HIST1H2AE,0.6950813513873045,0.001996007984031936,2,6
GEM,0.695076851270112,0.001996007984031936,3,4
VPS36,0.6950701010396949,0.001996007984031936,3,4
RP11-313P22.1,0.6950701010396949,0.001996007984031936,2,3
C7orf55,0.6950701010396949,0.001996007984031936,3,5
AP000593.7,0.6950701010396949,0.001996007984031936,3,3
GJC1,0.6950701010396946,0.001996007984031936,1,5
LINC01431,0.6950701010396946,0.001996007984031936,3,6
AF127577.11,0.6950701010396946,0.001996007984031936,3,4
OTUD5,0.6950701010396946,0.001996007984031936,2,5
PTCHD1-AS,0.6950701010396941,0.001996007984031936,3,4
CITF22-49D8.1,0.6950678509483209,0.001996007984031936,2,3
CDK5R2,0.6950633507437213,0.001996007984031936,1,5
ATAD3B,0.695063350743721,0.001996007984031936,2,5
TAAR5,0.6950633507437208,0.001996007984031936,2,5
NCAM1,0.6950633507437208,0.001996007984031936,3,8
LRRTM4,0.6950633507437205,0.001996007984031936,3,4
MDC1-AS1,0.6933556699033995,0.001996007984031936,3,4
LY9,0.6933353687433411,0.001996007984031936,4,5
FBXO11,0.6933286015578924,0.001996007984031936,3,5
RP11-159D12.5,0.6933128112016418,0.001996007984031936,3,6
RP11-3B7.1,0.6933082996052303,0.001996007984031936,3,4
CDCA3,0.6933082996052301,0.001996007984031936,4,3
RP11-451B8.1,0.6933082996052301,0.001996007984031936,4,5
CHD2,0.6933082996052297,0.001996007984031936,2,4
FBXO18,0.6933015321555647,0.001996007984031936,2,4
AC092667.2,0.6933015321555644,0.001996007984031936,1,5
RP11-617D20.2,0.6933015321555644,0.001996007984031936,3,5
LA16c-359F1.1,0.6933015321555644,0.001996007984031936,2,6
METTL20,0.6933015321555644,0.001996007984031936,3,3
ASIC4,0.6933015321555644,0.001996007984031936,3,4
HSP90B1,0.6933015321555642,0.001996007984031936,3,4
AD001527.7,0.6933015321555642,0.001996007984031936,2,4
GAPDH,0.693301532155564,0.001996007984031936,2,4
AC020743.4,0.693301532155564,0.001996007984031936,2,5
FABP12,0.6932992763243291,0.001996007984031936,3,5
CDR1-AS,0.6932947646398401,0.001996007984031936,3,5
ZDHHC4,0.6932947646398395,0.001996007984031936,1,4
TMEM240,0.6932947646398393,0.001996007984031936,2,5
TBC1D3G,0.6932925087865848,0.001996007984031936,2,5
VWA1,0.6932925087865848,0.001996007984031936,2,3
SRSF9,0.6932925087865845,0.001996007984031936,2,4
CCDC12,0.6932925087865843,0.001996007984031936,2,4
RP11-182J1.5,0.6932902529259896,0.001996007984031936,3,3
RP11-5N11.6,0.6915668865375314,0.001996007984031936,4,4
PRMT6,0.6915668865375307,0.001996007984031936,4,5
ATP6V1G3,0.6915601020467943,0.001996007984031936,3,5
RP11-98D18.3,0.691551055955608,0.001996007984031936,3,3
CHCHD1,0.6915510559556073,0.001996007984031936,5,4
CWC15,0.691544271309562,0.001996007984031936,3,4
ALKBH4,0.6915420097460888,0.001996007984031936,2,2
TRDV3,0.6915397481752192,0.001996007984031936,3,3
RP11-676J12.7,0.6915397481752188,0.001996007984031936,4,3
RP1-317E23.3,0.6915329634182333,0.001996007984031936,2,4
GOLGA8N,0.691532963418233,0.001996007984031936,1,5
GTF3C1,0.691532963418233,0.001996007984031936,3,6
EFHD2,0.691532963418233,0.001996007984031936,3,3
AC005609.18,0.691532963418233,0.001996007984031936,3,4
RP11-554I8.1,0.6915329634182328,0.001996007984031936,2,6
FIBIN,0.6915329634182326,0.001996007984031936,3,4
FAM105A,0.6915329634182326,0.001996007984031936,2,7
OR2A1,0.6915329634182323,0.001996007984031936,3,4
DPCR1,0.6915307018177786,0.001996007984031936,3,7
FAM53B-AS1,0.6915307018177784,0.001996007984031936,4,3
CTD-3253I12.1,0.6915307018177779,0.001996007984031936,4,3
IGHV3-52,0.6915307018177776,0.001996007984031936,2,4
NEUROD4,0.6915307018177776,0.001996007984031936,2,4
OR56B1,0.6915261785946798,0.001996007984031936,1,4
CUZD1,0.6915261785946798,0.001996007984031936,3,6
TMEM218,0.6915261785946798,0.001996007984031936,3,6
XXbac-BPG181M17.6,0.6915261785946792,0.001996007984031936,2,4
KCNAB1-AS2,0.6915261785946792,0.001996007984031936,3,4
RP11-834C11.8,0.6915239169720349,0.001996007984031936,3,5
XDH,0.6897916030385923,0.001996007984031936,2,6
CTC-281M20.4,0.6897916030385917,0.001996007984031936,4,3
ZNF827,0.6897916030385917,0.001996007984031936,1,5
GSG1L2,0.6897825337545844,0.001996007984031936,2,4
PARP14,0.6897825337545844,0.001996007984031936,4,6
MTG1,0.6897757317133236,0.001996007984031936,1,6
RP11-114H23.2,0.6897757317133236,0.001996007984031936,4,5
SSX5,0.6897711969818858,0.001996007984031936,4,5
RP11-546J1.1,0.6897711969818858,0.001996007984031936,3,3
CUL3,0.6897643948288296,0.001996007984031936,5,3
RP11-354E11.2,0.6897643948288296,0.001996007984031936,2,5
RP1-231P7P.1,0.6897643948288293,0.001996007984031936,2,4
CCDC120,0.6897643948288288,0.001996007984031936,1,5
LCOR,0.6897643948288288,0.001996007984031936,2,5
RP6-24A23.6,0.6897643948288288,0.001996007984031936,3,5
RP11-67H24.2,0.6897643948288288,0.001996007984031936,2,4
EMP2,0.6897643948288286,0.001996007984031936,1,3
CTD-2066L21.3,0.6897621274295705,0.001996007984031936,2,2
AC002398.9,0.6897621274295702,0.001996007984031936,4,3
RP1-40E16.9,0.68976212742957,0.001996007984031936,2,3
NPDC1,0.6897575926086926,0.001996007984031936,2,4
JAKMIP2-AS1,0.6897575926086926,0.001996007984031936,2,3
RP11-475B2.1,0.6897575926086926,0.001996007984031936,3,6
TRIM38,0.6897575926086921,0.001996007984031936,1,4
AP001626.1,0.6897575926086921,0.001996007984031936,3,3
MNX1-AS1,0.6897575926086921,0.001996007984031936,1,5
HCCAT5,0.6897575926086921,0.001996007984031936,2,5
HEATR1,0.6897575926086918,0.001996007984031936,1,4
RP4-749H3.2,0.6897575926086918,0.001996007984031936,2,4
AL645922.1,0.6897553251870732,0.001996007984031936,2,5
ATIC,0.6897553251870729,0.001996007984031936,2,6
AC006160.5,0.6880685657151028,0.001996007984031936,5,5
C18orf21,0.6880412893687916,0.001996007984031936,3,3
IGKV1D-16,0.688014011941109,0.001996007984031936,1,4
IGLVI-20,0.688014011941109,0.001996007984031936,4,2
XX-FW83128A1.2,0.6880071924152091,0.001996007984031936,4,4
TRAV26-2,0.6880071924152088,0.001996007984031936,4,6
SSPO,0.6880071924152086,0.001996007984031936,4,2
RP4-604G5.1,0.6880026460270554,0.001996007984031936,5,4
NBPF26,0.6880026460270554,0.001996007984031936,3,4
HIPK1-AS1,0.6880026460270552,0.001996007984031936,1,7
AC010890.1,0.6879958263884949,0.001996007984031936,2,6
CTD-3252C9.2,0.6879958263884947,0.001996007984031936,2,3
LINC01258,0.6879958263884947,0.001996007984031936,2,7
FBXL7,0.6879958263884947,0.001996007984031936,2,3
FOXI3,0.6879958263884947,0.001996007984031936,3,4
SPANXN1,0.6879958263884944,0.001996007984031936,3,7
SUPT6H,0.6879958263884944,0.001996007984031936,4,4
PIK3R6,0.6879958263884941,0.001996007984031936,2,6
TMEM173,0.6879958263884941,0.001996007984031936,2,4
FBXL19,0.6879890066823345,0.001996007984031936,2,4
ZNF626,0.6879890066823345,0.001996007984031936,3,4
C14orf80,0.6879890066823345,0.001996007984031936,4,5
TOLLIP,0.6879890066823345,0.001996007984031936,3,5
ZNF506,0.687989006682334,0.001996007984031936,2,4
FAM177A1,0.6879867334319254,0.001996007984031936,3,6
ADAT2,0.6879867334319252,0.001996007984031936,2,5
MEFV,0.6863070213590385,0.001996007984031936,3,3
FRK,0.6862728382396494,0.001996007984031936,1,6
CDK5R1,0.686261443488146,0.001996007984031936,1,6
ANKRD6,0.686254606546427,0.001996007984031936,3,3
RP11-342D11.3,0.6862523275507177,0.001996007984031936,2,2
RP11-357K6.1,0.6862386534175215,0.001996007984031936,3,5
C15orf65,0.6862340953125722,0.001996007984031936,2,4
RP11-15M15.2,0.6862340953125722,0.001996007984031936,3,4
RP11-65J3.3,0.686234095312572,0.001996007984031936,3,4
AC004051.2,0.6862272580983813,0.001996007984031936,2,6
RP11-282O18.7,0.6862272580983808,0.001996007984031936,4,3
ISYNA1,0.6862272580983808,0.001996007984031936,3,6
RBP1,0.6862272580983808,0.001996007984031936,2,5
PANO1,0.6862272580983808,0.001996007984031936,4,4
RP11-293N14.1,0.6862249790118461,0.001996007984031936,2,7
CTD-2083E4.6,0.6862249790118451,0.001996007984031936,2,2
CRYGD,0.6862204208160673,0.001996007984031936,2,4
ISY1,0.6862204208160669,0.001996007984031936,1,3
EBP,0.6862204208160667,0.001996007984031936,3,4
RP1-140K8.1,0.6862204208160667,0.001996007984031936,2,4
RP3-513G18.2,0.6862204208160665,0.001996007984031936,3,4
TAAR9,0.6845409439969188,0.001996007984031936,4,4
GNE,0.6845409439969188,0.001996007984031936,4,3
SCN1B,0.6845409439969182,0.001996007984031936,3,3
ARID5A,0.6845386592960095,0.001996007984031936,4,4
ABHD14A,0.68452495093042,0.001996007984031936,3,4
VASP,0.68452495093042,0.001996007984031936,3,3
RP11-981G7.3,0.6844929636763966,0.001996007984031936,4,3
RPS7,0.6844883939466531,0.001996007984031936,2,6
RP11-360D2.1,0.6844838241864014,0.001996007984031936,3,2
PPP4R3B,0.684476969488819,0.001996007984031936,4,2
UNC5B,0.684476969488819,0.001996007984031936,4,3
CTB-129P6.4,0.6844769694888186,0.001996007984031936,3,3
ANKRD20A4,0.6844678297852584,0.001996007984031936,2,1
CTD-3149D2.4,0.6844655448402991,0.001996007984031936,3,3
FAM163B,0.6844655448402991,0.001996007984031936,3,4
CTD-2349P21.9,0.6844655448402988,0.001996007984031936,3,3
PIK3C2G,0.6844655448402985,0.001996007984031936,3,3
ALDH16A1,0.6844586899596535,0.001996007984031936,2,6
HIST1H2AK,0.6844586899596535,0.001996007984031936,4,4
ARAP1-AS2,0.6844586899596535,0.001996007984031936,2,7
ANKFN1,0.6844586899596532,0.001996007984031936,3,6
AF003625.3,0.6844518350103556,0.001996007984031936,3,3
EBLN1,0.6844518350103553,0.001996007984031936,3,3
RP11-426C22.5,0.6844518350103553,0.001996007984031936,3,4
PTCH1,0.6844518350103553,0.001996007984031936,2,4
IQCB1,0.6844518350103551,0.001996007984031936,3,6
LINC01360,0.6844518350103548,0.001996007984031936,1,4
RP11-774O3.2,0.6844518350103548,0.001996007984031936,2,5
CTD-2012K14.3,0.6844495500119993,0.001996007984031936,2,4
AC016577.1,0.6844495500119989,0.001996007984031936,4,6
CTD-2349P21.11,0.6844495500119989,0.001996007984031936,2,6
IFT74-AS1,0.6827725890712689,0.001996007984031936,4,5
CARD11,0.6827634265522926,0.001996007984031936,3,3
LCN8,0.6827451011454536,0.001996007984031936,4,4
DMRTC1,0.6827451011454528,0.001996007984031936,4,3
FAM109B,0.6827359382575797,0.001996007984031936,2,2
RP11-770G2.5,0.6827244844748045,0.001996007984031936,2,6
RP11-701H24.3,0.6827153213102298,0.001996007984031936,2,2
SHANK3,0.6827084488560905,0.001996007984031936,2,5
PTCH2,0.6827084488560897,0.001996007984031936,2,5
PPOX,0.6827015763327684,0.001996007984031936,2,5
EXOSC7,0.6827015763327678,0.001996007984031936,1,3
RP11-573J24.1,0.6827015763327678,0.001996007984031936,2,7
TIMM13,0.682696994612118,0.001996007984031936,3,4
FSHB,0.682696994612118,0.001996007984031936,5,4
LRRN2,0.6826969946121177,0.001996007984031936,4,5
AC096574.5,0.6826969946121177,0.001996007984031936,4,5
ACSM2A,0.6826969946121177,0.001996007984031936,3,4
CD3G,0.6826901219734884,0.001996007984031936,2,5
RPS10,0.6826901219734882,0.001996007984031936,1,4
TRPC1,0.6826901219734882,0.001996007984031936,3,4
RP11-42I10.1,0.6826901219734882,0.001996007984031936,3,4
RP11-280K24.1,0.682690121973488,0.001996007984031936,1,4
CTD-3187F8.2,0.6826901219734878,0.001996007984031936,2,3
NETO1,0.6826901219734878,0.001996007984031936,3,4
OR4F29,0.68268783107857,0.001996007984031936,2,5
TRAJ44,0.68268783107857,0.001996007984031936,3,3
LMAN1L,0.68268783107857,0.001996007984031936,2,5
ALKBH7,0.6826832492656707,0.001996007984031936,1,5
CSTF1,0.6826832492656707,0.001996007984031936,1,4
C10orf142,0.6826832492656703,0.001996007984031936,3,5
TRBV6-4,0.6826832492656703,0.001996007984031936,3,4
PTGFR,0.6826809583476895,0.001996007984031936,3,5
RP11-763B22.6,0.6826809583476895,0.001996007984031936,4,5
CGA,0.6826809583476895,0.001996007984031936,3,5
C5orf38,0.6826809583476893,0.001996007984031936,2,2
RP11-856M7.4,0.6826809583476893,0.001996007984031936,5,4
CTB-55O6.13,0.6826786674220202,0.001996007984031936,4,6
RP11-779P15.1,0.6810317935968724,0.001996007984031936,3,3
RP11-119D18.1,0.6810249041536807,0.001996007984031936,3,4
ELAVL2,0.6809674894164756,0.001996007984031936,3,3
TMEM17,0.6809560058881239,0.001996007984031936,4,3
STX6,0.6809399286230821,0.001996007984031936,4,5
NEURL1,0.6809399286230821,0.001996007984031936,4,5
NDUFB2-AS1,0.6809399286230818,0.001996007984031936,1,5
IGKV2-38,0.6809330382504334,0.001996007984031936,2,4
TRBV28,0.680933038250433,0.001996007984031936,3,2
RHOBTB2,0.6809330382504326,0.001996007984031936,4,4
MTSS1L,0.6809307414440554,0.001996007984031936,3,4
IGFN1,0.6809307414440554,0.001996007984031936,3,2
LINC00684,0.6809284446299317,0.001996007984031936,3,5
RP11-180C16.1,0.6809284446299312,0.001996007984031936,4,6
DYX1C1,0.680921554141074,0.001996007984031936,3,5
ACYP2,0.680921554141074,0.001996007984031936,3,4
IRAK1BP1,0.680921554141074,0.001996007984031936,5,4
FGF18,0.6809215541410738,0.001996007984031936,2,5
RP11-446J8.1,0.6809215541410738,0.001996007984031936,1,4
RP11-171N4.4,0.6809192572959598,0.001996007984031936,1,2
TRNP1,0.6809146635824878,0.001996007984031936,2,4
CTD-2192J16.26,0.6809123667141307,0.001996007984031936,1,3
TMEM248,0.6809123667141301,0.001996007984031936,3,6
RP11-555G19.1,0.679298048782368,0.001996007984031936,4,5
PLPP1,0.6792980487823677,0.001996007984031936,5,5
RPL39L,0.6792980487823677,0.001996007984031936,3,4
RCHY1,0.6792197650300322,0.001996007984031936,3,6
RP11-881L2.1,0.6792013440123181,0.001996007984031936,1,3
MCRS1,0.6791806197701847,0.001996007984031936,3,6
LHX6,0.6791806197701844,0.001996007984031936,2,7
RP11-217C7.1,0.6791714087929172,0.001996007984031936,1,5
PCDHA3,0.6791645004779866,0.001996007984031936,2,6
RP11-44I10.3,0.6791621976907282,0.001996007984031936,2,6
RPA2,0.6791621976907274,0.001996007984031936,3,2
KIF6,0.6791598948956602,0.001996007984031936,1,5
TRMT112,0.6791529864636121,0.001996007984031936,3,4
WDYHV1,0.6791529864636119,0.001996007984031936,3,3
