gene,S2,p_value_perm,target
CLCN1,0.17584809870541526,0.6616915422885572,SLC4A1
FAM131B,0.142619733424904,0.30845771144278605,SLC4A1
CTAGE6,0.12480078981903572,0.09950248756218906,SLC4A1
OR2A1,0.18680210362040653,0.09950248756218906,SLC4A1
ZNF212,0.12163330130674953,0.3333333333333333,SLC4A1
AC004941.3,0.3595248678410752,0.07960199004975124,SLC4A1
SSPO,0.24805739935850246,0.19402985074626866,SLC4A1
ZBED6CL,0.13959655934641835,0.2736318407960199,SLC4A1
RP11-476H24.1,0.3344239223195865,0.9800995024875622,SLC4A1
EN2,0.18396237226331807,0.22388059701492538,SLC4A1
MNX1-AS1,0.17780717555439382,0.3482587064676617,SLC4A1
UBE3C,0.09962241219857228,0.4975124378109453,SLC4A1
VCX3B,0.44009198826188467,0.4129353233830846,SLC4A1
GS1-519E5.1,0.25005974789244795,0.12935323383084577,SLC4A1
WWC3,0.11450536000650213,0.9104477611940298,SLC4A1
RP11-791M20.1,0.2521641985190395,0.681592039800995,SLC4A1
RP11-431J24.2,0.11461100040108468,0.029850746268656716,SLC4A1
RAI2,0.11958889853947936,0.6915422885572139,SLC4A1
PTCHD1-AS,0.5253028649738343,0.8308457711442786,SLC4A1
SAT1,0.09440922574698458,0.263681592039801,SLC4A1
ZFX-AS1,0.2822235514605946,0.48258706467661694,SLC4A1
RP11-86A5.1,0.5724395998633852,0.9900497512437811,SLC4A1
MAGEB6P1,0.39572273613840453,0.7661691542288557,SLC4A1
FAM47C,0.10946674673598986,0.4079601990049751,SLC4A1
TIMP1,0.38365772786517255,0.014925373134328358,SLC4A1
ELK1,0.12757008264266512,0.6218905472636815,SLC4A1
ZNF182,0.12253783482698853,0.7910447761194029,SLC4A1
SSX5,0.1527666300893322,0.4925373134328358,SLC4A1
SSX4,0.343452954325038,0.8855721393034826,SLC4A1
EBP,0.11751751493381712,0.14925373134328357,SLC4A1
OTUD5,0.3857810496695976,0.7512437810945274,SLC4A1
CCDC120,0.15487448864867331,0.23383084577114427,SLC4A1
GPKOW,0.5021942175520512,0.07960199004975124,SLC4A1
SYP-AS1,0.6376938662939933,0.2935323383084577,SLC4A1
CACNA1F,0.3936684134328221,0.9751243781094527,SLC4A1
GAGE2E,0.08347281000501366,0.5522388059701493,SLC4A1
BMP15,0.10848114421102503,0.7114427860696517,SLC4A1
NUDT11,0.16369725129760773,0.13930348258706468,SLC4A1
ITIH6,0.1317584073786418,0.263681592039801,SLC4A1
YIPF6,0.3494826711675489,0.17412935323383086,SLC4A1
IGBP1-AS2,0.27119867705927825,0.06467661691542288,SLC4A1
CITED1,0.17278762497199357,0.03482587064676617,SLC4A1
DMRTC1,0.18883180376368483,0.6368159203980099,SLC4A1
LINC00684,0.2109023168047164,0.27860696517412936,SLC4A1
PABPC1L2B-AS1,0.13563559068845193,0.2537313432835821,SLC4A1
PABPC1L2A,0.1559322848422242,0.4527363184079602,SLC4A1
ZDHHC15,0.2493044311853868,0.19402985074626866,SLC4A1
PGAM4,0.25608903001458677,0.03980099502487562,SLC4A1
TCEAL6,0.11048920132176834,0.23383084577114427,SLC4A1
LL0XNC01-237H1.2,0.4408761492725526,0.34328358208955223,SLC4A1
FAM199X,0.2570893163454493,0.014925373134328358,SLC4A1
MORC4,0.44089101767485256,0.0845771144278607,SLC4A1
RP6-24A23.6,0.3153345012425996,0.43781094527363185,SLC4A1
ACSL4,0.2109596908803087,0.15920398009950248,SLC4A1
CT47A7,0.4158159229826904,0.13432835820895522,SLC4A1
RAB33A,0.5183531471063211,0.8308457711442786,SLC4A1
PHF6,0.651759379055001,0.43781094527363185,SLC4A1
FAM127C,0.1084625495684114,0.014925373134328358,SLC4A1
ZNF75D,0.10946674673598986,0.7910447761194029,SLC4A1
CT45A1,0.35959218356574524,0.8208955223880597,SLC4A1
ARHGEF6,0.310337727440218,0.572139303482587,SLC4A1
FGF13-AS1,0.15064266757451708,0.0945273631840796,SLC4A1
CDR1-AS,0.5583690792361947,0.7213930348258707,SLC4A1
RP1-171K16.5,0.326408839271678,0.17412935323383086,SLC4A1
GS1-256O22.5,0.17477523911743703,0.0945273631840796,SLC4A1
SPANXN1,0.08949010865472981,0.7711442786069652,SLC4A1
AFF2,0.08350300891704192,0.9651741293532339,SLC4A1
HMGB3,0.201902159538434,0.014925373134328358,SLC4A1
AF003625.3,0.4107389964893756,0.024875621890547265,SLC4A1
GABRA3,0.2259718116338219,0.7263681592039801,SLC4A1
MAGEA3,0.21500350020358586,0.36318407960199006,SLC4A1
MAGEA2B,0.15365525576574224,0.12437810945273632,SLC4A1
MECP2,0.20791887526327715,0.25870646766169153,SLC4A1
XX-FW83128A1.2,0.4098098327779135,0.26865671641791045,SLC4A1
CTAG2,0.10253086911171191,0.35323383084577115,SLC4A1
AC144568.2,0.33343786659308344,0.27860696517412936,SLC4A1
CTD-3212A4.2,0.2872143437804706,0.004975124378109453,SLC4A1
RP11-439C15.4,0.08556099680800935,0.6417910447761194,SLC4A1
DEFA1,0.5554118070784162,0.4129353233830846,SLC4A1
SPAG11A,0.1287974271513178,0.3482587064676617,SLC4A1
CTA-398F10.1,0.301315459498688,0.03980099502487562,SLC4A1
RP11-115J16.1,0.14463842674000923,0.5174129353233831,SLC4A1
RP11-981G7.3,0.19285849858194345,0.27860696517412936,SLC4A1
XKR6,0.35349526909244755,0.06965174129353234,SLC4A1
RP11-148O21.6,0.2543146878123423,0.2885572139303483,SLC4A1
RP11-156K13.3,0.11177780160162826,0.6666666666666666,SLC4A1
RP11-618M23.4,0.16607041949213952,0.23880597014925373,SLC4A1
RP11-421P23.1,0.2490858921465346,0.5522388059701493,SLC4A1
RP11-582J16.5,0.12153376503696355,0.6019900497512438,SLC4A1
RHOBTB2,0.21696228842205006,0.36318407960199006,SLC4A1
ADAMDEC1,0.10554077950559244,0.13930348258706468,SLC4A1
PBK,0.22696930758104636,0.0845771144278607,SLC4A1
FBXO16,0.10146798575880135,0.9104477611940298,SLC4A1
EXTL3-AS1,0.1586826027272947,0.014925373134328358,SLC4A1
LINC00589,0.5563497658615856,0.7164179104477612,SLC4A1
RNF122,0.3245310944230033,0.9203980099502488,SLC4A1
LINC01605,0.09083791868947211,0.9701492537313433,SLC4A1
RP11-150O12.2,0.11971532726549348,0.6965174129353234,SLC4A1
EIF4EBP1,0.16272713919879178,0.15422885572139303,SLC4A1
KB-1836B5.4,0.11348354295470128,0.39303482587064675,SLC4A1
RP11-350N15.3,0.15264775581308987,0.05970149253731343,SLC4A1
CTD-2024D23.1,0.07677017683966057,0.9502487562189055,SLC4A1
RP11-930P14.2,0.11363895431592212,0.2835820895522388,SLC4A1
RP11-770E5.1,0.46898537127516793,0.527363184079602,SLC4A1
RP1,0.314335084206701,0.1791044776119403,SLC4A1
RP11-246K15.1,0.2551164478634538,0.23880597014925373,SLC4A1
RP11-91I20.3,0.11858537312644933,0.11442786069651742,SLC4A1
RP11-16E18.3,0.11957624831481399,0.6019900497512438,SLC4A1
RP11-573J24.1,0.14969237946338215,0.12437810945273632,SLC4A1
CTD-2532N20.1,0.6066223653219258,0.263681592039801,SLC4A1
RRS1-AS1,0.28335405500159794,0.05472636815920398,SLC4A1
XKR9,0.12065932017573974,0.5522388059701493,SLC4A1
EYA1,0.13156308196708905,0.8656716417910447,SLC4A1
RP11-531A24.7,0.32441454025119854,0.6069651741293532,SLC4A1
STAU2,0.33947168110050246,0.029850746268656716,SLC4A1
RP11-6I2.4,0.3314021832775527,0.9950248756218906,SLC4A1
FABP12,0.12757798783756924,0.263681592039801,SLC4A1
SNX16,0.20085047430540676,0.2537313432835821,SLC4A1
RP11-99H20.1,0.5182889389834129,0.6567164179104478,SLC4A1
LRRCC1,0.07967109876214543,0.7213930348258707,SLC4A1
RP11-642C5.1,0.3434793804460995,0.15422885572139303,SLC4A1
RIPK2,0.12854661953372895,0.2885572139303483,SLC4A1
LINC00534,0.10152760267684717,0.263681592039801,SLC4A1
GS1-251I9.3,0.10346107319821135,0.5621890547263682,SLC4A1
OTUD6B-AS1,0.12411607890523822,0.3781094527363184,SLC4A1
GEM,0.16676429529049616,0.16417910447761194,SLC4A1
LINC01298,0.15983826211878918,0.42786069651741293,SLC4A1
KB-1043D8.8,0.3042912936116181,0.4975124378109453,SLC4A1
UQCRB,0.1678643256102443,0.17412935323383086,SLC4A1
MTERF3,0.18982257827978805,0.32338308457711445,SLC4A1
TSPYL5,0.1315707472499317,0.6616915422885572,SLC4A1
KB-1930G5.4,0.1161146183385399,0.6417910447761194,SLC4A1
RP11-1C8.6,0.38077246206944876,0.5621890547263682,SLC4A1
RP11-152P17.3,0.16369725129760823,0.15920398009950248,SLC4A1
RP11-649G15.2,0.10545474470885173,0.24875621890547264,SLC4A1
RP11-35G22.1,0.16281078363358323,0.5870646766169154,SLC4A1
EXT1,0.5453253388735405,0.7412935323383084,SLC4A1
SAMD12-AS1,0.3967001513282572,0.6169154228855721,SLC4A1
MAL2,0.35652917997367645,0.8606965174129353,SLC4A1
RP11-44N11.2,0.07735254578599468,0.6368159203980099,SLC4A1
FAM83A-AS1,0.3173477275158723,1.0,SLC4A1
ZHX1,0.2129035784724231,0.5024875621890548,SLC4A1
WDYHV1,0.2631146654237198,0.5970149253731343,SLC4A1
MTSS1,0.14986071316416813,0.05970149253731343,SLC4A1
RP11-431D12.1,0.10044908471877573,0.9751243781094527,SLC4A1
KCNK9,0.11852157295336598,0.16417910447761194,SLC4A1
RP11-10J21.3,0.3544995008291304,0.8656716417910447,SLC4A1
LINC01300,0.5181974773162286,0.7960199004975125,SLC4A1
AP006547.3,0.2591036040240645,0.014925373134328358,SLC4A1
RP11-429J17.2,0.17782135464194893,0.417910447761194,SLC4A1
CCDC166,0.22806195629075282,0.07960199004975124,SLC4A1
FAM83H-AS1,0.24212594812911972,0.38308457711442784,SLC4A1
MROH1,0.14260912617834404,0.06965174129353234,SLC4A1
HSF1,0.406729524369633,0.009950248756218905,SLC4A1
GS1-393G12.12,0.09749922308794126,0.5970149253731343,SLC4A1
FBXL6,0.3233714590459407,0.3582089552238806,SLC4A1
MFSD3,0.42279092701115845,0.5174129353233831,SLC4A1
ZNF7,0.37160808614513846,0.5970149253731343,SLC4A1
RP11-130C19.3,0.3344374923631271,0.11940298507462686,SLC4A1
RP11-358M14.2,0.24604080501938247,0.3283582089552239,SLC4A1
JAK2,0.11950875783486956,0.3383084577114428,SLC4A1
RP11-77E14.2,0.33954297247129006,0.11442786069651742,SLC4A1
RP11-74C3.1,0.3234431811241529,0.5024875621890548,SLC4A1
PLIN2,0.34547163420938987,0.900497512437811,SLC4A1
ELAVL2,0.0927930634377478,0.9601990049751243,SLC4A1
IFT74-AS1,0.17173969022304975,0.004975124378109453,SLC4A1
LRRC19,0.08840162897416569,0.8656716417910447,SLC4A1
DDX58,0.4741139451897466,0.21890547263681592,SLC4A1
DCTN3,0.7120492308080073,0.5223880597014925,SLC4A1
SIGMAR1,0.2780003553923664,0.15920398009950248,SLC4A1
RP11-182N22.8,0.22097155686207434,0.43781094527363185,SLC4A1
SPAG8,0.3183709489260163,0.7213930348258707,SLC4A1
CCIN,0.3927450845690571,0.05472636815920398,SLC4A1
GNE,0.11954672591816554,0.24875621890547264,SLC4A1
RP11-220I1.5,0.28721609942839194,0.46766169154228854,SLC4A1
FBXO10,0.37561254253159193,0.835820895522388,SLC4A1
RP11-347J14.8,0.14263741041626113,0.6567164179104478,SLC4A1
GLIDR,0.2982659886075415,0.472636815920398,SLC4A1
RP11-318K12.2,0.26512311602386507,0.38308457711442784,SLC4A1
LINC01410,0.15065270919172546,0.0945273631840796,SLC4A1
ANKRD20A4,0.11850880879706936,0.9303482587064676,SLC4A1
RP11-561O23.8,0.4368870280565624,0.03482587064676617,SLC4A1
RP11-274B18.4,0.1616982038299382,0.19402985074626866,SLC4A1
TJP2,0.4308984649344637,0.15920398009950248,SLC4A1
PTAR1,0.2661879670669822,0.01990049751243781,SLC4A1
PRUNE2,0.5152151558239805,0.6467661691542289,SLC4A1
SPATA31D3,0.13661353092322306,0.6865671641791045,SLC4A1
RP11-15B24.1,0.343452954325038,0.945273631840796,SLC4A1
DIRAS2,0.19108021245302378,0.09950248756218906,SLC4A1
RP11-305L7.3,0.20990534110992434,0.263681592039801,SLC4A1
ECM2,0.26013688386794104,0.03482587064676617,SLC4A1
RP11-274J16.5,0.10279609910847774,0.9054726368159204,SLC4A1
RP11-2B6.3,0.09842574903521038,0.7562189054726368,SLC4A1
PTCH1,0.08352716018549111,0.6169154228855721,SLC4A1
RP11-498P14.5,0.3475714489126886,0.05472636815920398,SLC4A1
TDRD7,0.24308620005002174,0.18407960199004975,SLC4A1
ANP32B,0.2741648274494738,0.3383084577114428,SLC4A1
RP11-436F21.1,0.36153330851915927,0.681592039800995,SLC4A1
RP11-402G3.3,0.13061682174901015,0.04477611940298507,SLC4A1
DEC1,0.10775825499364433,0.44776119402985076,SLC4A1
RP11-349E4.1,0.35956273448690623,0.03482587064676617,SLC4A1
LHX6,0.1436203386862781,0.01990049751243781,SLC4A1
OR1J1,0.12571061053091642,0.19900497512437812,SLC4A1
ZBTB43,0.177761794873979,0.004975124378109453,SLC4A1
RP11-203J24.8,0.2068929015165655,0.01990049751243781,SLC4A1
LCN2,0.46797791048732174,0.4129353233830846,SLC4A1
RP11-65J3.3,0.09868668325270212,0.38308457711442784,SLC4A1
C9orf50,0.13158607647604154,0.35323383084577115,SLC4A1
ASS1,0.15677080989638578,0.0845771144278607,SLC4A1
OBP2B,0.11862363675953705,0.24875621890547264,SLC4A1
TMEM8C,0.34156704523707937,0.03980099502487562,SLC4A1
FAM163B,0.12163330130674901,0.06467661691542288,SLC4A1
DKFZP434A062,0.1878062712657952,0.009950248756218905,SLC4A1
GPSM1,0.35149110958108215,0.6567164179104478,SLC4A1
C9orf163,0.15165683818543435,0.03482587064676617,SLC4A1
AGPAT2,0.1009448358488647,0.47761194029850745,SLC4A1
LCN8,0.3485479012856265,0.8507462686567164,SLC4A1
LCN12,0.12955082894432393,0.7512437810945274,SLC4A1
NPDC1,0.11050289182443185,0.24875621890547264,SLC4A1
RP11-229P13.22,0.4057340149754507,0.7512437810945274,SLC4A1
SLC34A3,0.14568401515410528,0.04477611940298507,SLC4A1
EXD3,0.33542361609587534,0.014925373134328358,SLC4A1
RP11-326C3.7,0.11070804620333415,0.5124378109452736,SLC4A1
IFITM3,0.11251968288741217,0.7014925373134329,SLC4A1
RP11-326C3.13,0.16677941321338902,0.3482587064676617,SLC4A1
CEND1,0.5694128328120557,0.4427860696517413,SLC4A1
PANO1,0.12956639715070595,0.7661691542288557,SLC4A1
TOLLIP,0.36783290811848374,0.4626865671641791,SLC4A1
LINC01150,0.1396073954853316,0.39303482587064675,SLC4A1
IGF2,0.10204776506470814,0.22885572139303484,SLC4A1
CD81,0.10994935602519623,0.8706467661691543,SLC4A1
KCNQ1,0.13274971673946495,0.13432835820895522,SLC4A1
SLC22A18,0.24806349765603042,0.2935323383084577,SLC4A1
PHLDA2,0.23703889137889095,0.07462686567164178,SLC4A1
ART5,0.24808788934710818,0.42786069651741293,SLC4A1
OR51B4,0.4639685776503491,0.208955223880597,SLC4A1
OR56B1,0.149638472685325,0.5472636815920398,SLC4A1
STK33,0.2996305634096345,0.48258706467661694,SLC4A1
IPO7,0.31537767376508685,0.3034825870646766,SLC4A1
MTRNR2L8,0.10848114421102503,0.9900497512437811,SLC4A1
ARNTL,0.4579619860341926,0.4427860696517413,SLC4A1
OTOG,0.11670804927220627,0.31343283582089554,SLC4A1
RP11-945A11.2,0.26813391216058774,0.208955223880597,SLC4A1
FIBIN,0.13363183467385958,0.12437810945273632,SLC4A1
KCNA4,0.2560909990441395,0.06467661691542288,SLC4A1
RP11-624D11.2,0.19006946494063862,0.4079601990049751,SLC4A1
FSHB,0.17976453772155818,0.024875621890547265,SLC4A1
FBXO3,0.13983476042756465,0.15920398009950248,SLC4A1
RP11-646J21.3,0.12754636411821682,0.845771144278607,SLC4A1
EHF,0.23614160694579853,0.263681592039801,SLC4A1
RP11-63C8.1,0.3117351921349341,0.07960199004975124,SLC4A1
RP11-375D13.3,0.19986895446649233,0.8308457711442786,SLC4A1
HSD17B12,0.3605500670490324,0.014925373134328358,SLC4A1
ALKBH3-AS1,0.20903873584982693,0.5223880597014925,SLC4A1
C11orf96,0.14672902592276924,0.26865671641791045,SLC4A1
CTD-2560E9.3,0.5001164710058043,0.6965174129353234,SLC4A1
RP11-430H10.4,0.5152034111099895,0.8706467661691543,SLC4A1
DGKZ,0.13256726371533334,0.4228855721393035,SLC4A1
C11orf49,0.18181456148506023,0.6567164179104478,SLC4A1
PACSIN3,0.704032994936477,0.31343283582089554,SLC4A1
DDB2,0.09141340833606384,0.835820895522388,SLC4A1
C1QTNF4,0.09955152457735875,0.5174129353233831,SLC4A1
MTCH2,0.10946674673598934,0.1890547263681592,SLC4A1
OR4C12,0.3425193948525626,0.8009950248756219,SLC4A1
OR5D18,0.1498102329144238,0.2885572139303483,SLC4A1
OR10AG1,0.3364503152061456,0.945273631840796,SLC4A1
OR5R1,0.3627878023285412,0.7164179104477612,SLC4A1
P2RX3,0.1476915531693521,0.0945273631840796,SLC4A1
PRG2,0.5202088273510945,0.5124378109452736,SLC4A1
RP11-659P15.1,0.13358277122941142,0.24875621890547264,SLC4A1
MS4A14,0.2782922307827149,0.05472636815920398,SLC4A1
RP11-804A23.4,0.40371065230451525,0.01990049751243781,SLC4A1
CD6,0.2461084276407935,0.1791044776119403,SLC4A1
FADS2,0.5453059203489934,0.2736318407960199,SLC4A1
FADS3,0.10263409555640718,0.6218905472636815,SLC4A1
RAB3IL1,0.5051615771893888,0.5174129353233831,SLC4A1
CTD-2531D15.4,0.43986850432567937,0.263681592039801,SLC4A1
RP11-831H9.3,0.35550231420213835,0.8756218905472637,SLC4A1
B3GAT3,0.1476403312559825,0.14427860696517414,SLC4A1
RP11-727F15.9,0.18994207963846121,0.07960199004975124,SLC4A1
SLC22A10,0.11951297710645023,0.572139303482587,SLC4A1
PLA2G16,0.21392193949589622,0.263681592039801,SLC4A1
ESRRA,0.0964174828503135,0.7810945273631841,SLC4A1
TRMT112,0.5514529475054261,0.7611940298507462,SLC4A1
RPS6KA4,0.4569434635244425,0.01990049751243781,SLC4A1
MIR194-2HG,0.3394404864174608,0.8407960199004975,SLC4A1
ZNHIT2,0.35250677287444354,0.6716417910447762,SLC4A1
CDC42EP2,0.17075916225107163,0.6019900497512438,SLC4A1
AP000769.7,0.12557014049363477,0.5174129353233831,SLC4A1
AP000769.1,0.2831991899591059,0.014925373134328358,SLC4A1
OVOL1-AS1,0.16471982208469452,0.23880597014925373,SLC4A1
RP11-770G2.5,0.1547572334985026,0.40298507462686567,SLC4A1
EFEMP2,0.1719245664457106,0.15422885572139303,SLC4A1
RP11-867G23.4,0.19784798801541179,0.0945273631840796,SLC4A1
RP11-867G23.12,0.5513395501942293,0.29850746268656714,SLC4A1
RBM4,0.2360497683404346,0.10945273631840796,SLC4A1
SPTBN2,0.5834780264028262,0.05970149253731343,SLC4A1
RP11-757G1.6,0.19081877875979147,0.05472636815920398,SLC4A1
RP11-554A11.5,0.31533929848142755,0.14427860696517414,SLC4A1
TPCN2,0.12680491294147062,0.27860696517412936,SLC4A1
ANO1-AS1,0.3244518421416577,0.9104477611940298,SLC4A1
KRTAP5-9,0.17579934402290565,0.5621890547263682,SLC4A1
FOLR1,0.1376871022804514,0.19402985074626866,SLC4A1
AP000593.7,0.11048920132176783,0.14925373134328357,SLC4A1
LINC01537,0.12633081464992565,0.4228855721393035,SLC4A1
ARAP1-AS2,0.11360788905143557,0.07960199004975124,SLC4A1
RP11-800A3.3,0.21095012961802728,0.0845771144278607,SLC4A1
THRSP,0.11766759848269462,0.472636815920398,SLC4A1
CTD-2555I5.1,0.1476369158298932,0.11940298507462686,SLC4A1
RP11-179A16.2,0.34348672067447195,0.9800995024875622,SLC4A1
DDIAS,0.20594018216162963,0.04975124378109453,SLC4A1
TMEM126B,0.619616781889055,0.6616915422885572,SLC4A1
SYTL2,0.15779672389443772,0.4527363184079602,SLC4A1
EED,0.21090231680471694,0.12437810945273632,SLC4A1
GRM5-AS1,0.6778990706072334,0.08955223880597014,SLC4A1
NAALAD2,0.13558725232274846,0.8706467661691543,SLC4A1
RP11-867G2.5,0.11255104850856124,0.09950248756218906,SLC4A1
CWC15,0.09946030911191342,0.746268656716418,SLC4A1
RP11-712B9.2,0.20386563011153294,0.27860696517412936,SLC4A1
RP11-644L4.1,0.13166652563289377,0.05472636815920398,SLC4A1
CUL5,0.1476369158298932,0.1890547263681592,SLC4A1
TEX12,0.12253783482698802,0.572139303482587,SLC4A1
NCAM1,0.1406652877311999,0.48258706467661694,SLC4A1
NNMT,0.12258720543125831,0.7164179104477612,SLC4A1
RP11-136I14.2,0.14949687490994212,0.23383084577114427,SLC4A1
APOA1,0.6428021333417441,0.22388059701492538,SLC4A1
BACE1,0.29831670232897134,0.22885572139303484,SLC4A1
FXYD2,0.1747521565751075,0.16417910447761194,SLC4A1
FXYD6,0.5051366217451863,0.8258706467661692,SLC4A1
AP002962.1,0.13289777538140407,0.14427860696517414,SLC4A1
CD3G,0.10746304560005124,0.15920398009950248,SLC4A1
ATP5L,0.12624297122066547,0.5920398009950248,SLC4A1
TRAPPC4,0.3043178064616737,0.26865671641791045,SLC4A1
HYOU1,0.11048920132176834,0.06965174129353234,SLC4A1
RP11-110I1.14,0.2591036040240645,0.06467661691542288,SLC4A1
ABCG4,0.38764697647315194,0.5124378109452736,SLC4A1
C11orf63,0.36960391326945535,0.22885572139303484,SLC4A1
OR8B3,0.1286446494568704,0.12935323383084577,SLC4A1
OR8B12,0.11048920132176834,0.9552238805970149,SLC4A1
ROBO3,0.37159587351036766,0.40298507462686567,SLC4A1
TMEM218,0.11751322401588059,0.8905472636815921,SLC4A1
PUS3,0.32738834178864007,0.373134328358209,SLC4A1
CDON,0.5152239641837784,0.32338308457711445,SLC4A1
KIRREL3,0.09342129492413395,0.572139303482587,SLC4A1
RP11-168K9.2,0.26512882178866165,0.20398009950248755,SLC4A1
RP11-702B10.1,0.15373399613343278,0.21393034825870647,SLC4A1
ZBTB44,0.10598418003024311,0.6616915422885572,SLC4A1
RP11-890B15.2,0.12054224824558311,0.2885572139303483,SLC4A1
RP11-713P17.5,0.10253086911171191,0.8159203980099502,SLC4A1
RP11-555G19.1,0.15578993408154512,0.3880597014925373,SLC4A1
RP11-69C17.2,0.17810469934290143,0.3781094527363184,SLC4A1
RP11-34C15.2,0.12454598263219407,0.5870646766169154,SLC4A1
FBXO18,0.29326038083493633,0.08955223880597014,SLC4A1
RP11-554I8.1,0.13557609486776356,0.05970149253731343,SLC4A1
GATA3-AS1,0.4890833501566086,0.05472636815920398,SLC4A1
LINC00709,0.14161561897486136,0.5124378109452736,SLC4A1
RP1-251M9.3,0.5302433791269584,0.582089552238806,SLC4A1
RP11-397O4.1,0.4258130779972829,0.24875621890547264,SLC4A1
RP3-323N1.2,0.11652644277229987,0.4626865671641791,SLC4A1
DHTKD1,0.135769360959987,0.9203980099502488,SLC4A1
RP11-397C18.2,0.13157457972389153,0.01990049751243781,SLC4A1
TRDMT1,0.18295088763671372,0.009950248756218905,SLC4A1
RP11-354E11.2,0.3084716766666865,0.32338308457711445,SLC4A1
EBLN1,0.13457562981176951,0.7512437810945274,SLC4A1
GPR158,0.14966205928988718,0.03482587064676617,SLC4A1
MPP7,0.15968044700742443,0.22885572139303484,SLC4A1
WAC,0.23706229033711682,0.24875621890547264,SLC4A1
LYZL2,0.32139753660777304,0.8308457711442786,SLC4A1
RP11-14C22.6,0.30629643724723765,0.04975124378109453,SLC4A1
RP11-342D11.3,0.1316320534433686,0.03980099502487562,SLC4A1
RET,0.1798066085727798,0.004975124378109453,SLC4A1
C10orf142,0.2058814092773963,0.2935323383084577,SLC4A1
RP11-733D4.1,0.1506794835659874,0.3681592039800995,SLC4A1
TIMM23,0.13359409516205784,0.3283582089552239,SLC4A1
PRKG1-AS1,0.23808956790398406,0.11940298507462686,SLC4A1
RP11-598C10.1,0.1386214756932937,0.4427860696517413,SLC4A1
MTRNR2L5,0.10849508810159686,0.30845771144278605,SLC4A1
BICC1,0.33241096476552134,0.1791044776119403,SLC4A1
SLC16A9,0.2015522075305163,0.16417910447761194,SLC4A1
RP11-174J11.1,0.09139134112793691,0.7661691542288557,SLC4A1
RP11-210G22.1,0.24503863144268864,0.09950248756218906,SLC4A1
VPS26A,0.1777617948739795,0.4626865671641791,SLC4A1
HKDC1,0.11651346004786849,0.5522388059701493,SLC4A1
UNC5B,0.12156695284889754,0.5870646766169154,SLC4A1
CHCHD1,0.2179431785758612,0.04477611940298507,SLC4A1
PLAU,0.18178127735453234,0.14925373134328357,SLC4A1
VCL,0.115561781723105,0.13930348258706468,SLC4A1
COMTD1,0.16708148441143947,0.3333333333333333,SLC4A1
NUTM2A-AS1,0.14361331654528062,0.05970149253731343,SLC4A1
RP11-57C13.6,0.2812965183491494,0.4925373134328358,SLC4A1
ACTA2,0.6125928744944753,0.7860696517412935,SLC4A1
PANK1,0.23710695466341405,0.6069651741293532,SLC4A1
CPEB3,0.1547572334985031,0.24875621890547264,SLC4A1
RP11-391J2.3,0.43799249365169296,0.4079601990049751,SLC4A1
CYP2C8,0.40471113880147336,0.03980099502487562,SLC4A1
ENTPD1,0.2530724193364241,0.09950248756218906,SLC4A1
CC2D2B,0.36462895434784753,0.8507462686567164,SLC4A1
LCOR,0.17280513397796413,0.10945273631840796,SLC4A1
PGAM1,0.37462048911991946,0.06467661691542288,SLC4A1
MFSD13A,0.310326353359598,0.07960199004975124,SLC4A1
RP11-225H22.4,0.13159374041946376,0.2935323383084577,SLC4A1
NEURL1,0.16274882892087397,0.01990049751243781,SLC4A1
COL17A1,0.13463182240255678,0.7960199004975125,SLC4A1
CFAP58-AS1,0.12655414096922105,0.39303482587064675,SLC4A1
SMNDC1,0.12071781356476582,0.07960199004975124,SLC4A1
RBM20,0.12661389363200432,0.5174129353233831,SLC4A1
CASC2,0.4248563519821779,0.1044776119402985,SLC4A1
CUZD1,0.28922455468182906,0.2835820895522388,SLC4A1
FAM53B-AS1,0.13681638863835235,0.22885572139303484,SLC4A1
METTL10,0.3705712967966113,0.8955223880597015,SLC4A1
FOXI2,0.1547083509572486,0.08955223880597014,SLC4A1
MKI67,0.13257867438547838,0.7064676616915423,SLC4A1
LINC01168,0.1699332829630004,0.4925373134328358,SLC4A1
RP13-49I15.6,0.5473153077265129,0.014925373134328358,SLC4A1
MTG1,0.13370351039877057,0.004975124378109453,SLC4A1
FRG2B,0.33344694010265946,0.40298507462686567,SLC4A1
IQSEC3,0.35551224294863487,0.9353233830845771,SLC4A1
SLC6A12,0.3053021182526328,0.5024875621890548,SLC4A1
ADIPOR2,0.18087750294696733,0.8905472636815921,SLC4A1
RP1-53O8.2,0.11454058429711661,0.5970149253731343,SLC4A1
TULP3,0.1015971115332199,0.8805970149253731,SLC4A1
DYRK4,0.127937157477768,0.46766169154228854,SLC4A1
KCNA5,0.0834123793810033,0.6517412935323383,SLC4A1
GAPDH,0.13376383911493586,0.8009950248756219,SLC4A1
CDCA3,0.213912510637487,0.7064676616915423,SLC4A1
USP5,0.1215503600756209,0.34328358208955223,SLC4A1
CLSTN3,0.1647749153987111,0.029850746268656716,SLC4A1
RP11-273B20.3,0.7782923383606152,0.8855721393034826,SLC4A1
CD163,0.13575821847182373,0.05472636815920398,SLC4A1
C3AR1,0.11550940837723667,0.3333333333333333,SLC4A1
KLRF2,0.3896786953775744,0.582089552238806,SLC4A1
TMEM52B,0.16174497391272286,0.2885572139303483,SLC4A1
RP13-81N3.2,0.17977295267944376,0.10945273631840796,SLC4A1
