target_gene	n_target_cells	n_target_batches	target_gene_measured	excluded_current_target	eligible	selection_stratum	selection_order_sha256	selected	n_control_cells	n_control_batches	allowed_claim_role
PDRG1	116	44	True	False	True	Q1	64897ad83f3ef88979505952cbd3c593b223b94723c5a73441b67829b5a41328	False	10691	48	cross_target_generality_only_not_same_target_replication
PEF1	48	31	True	False	False	ineligible	b2825df15cbe93c9e83133bdf300680fd3a1e83be462e55722ac9b44a10bd2d1	False	10691	48	cross_target_generality_only_not_same_target_replication
PELO	286	48	True	False	True	Q4	b1323c09ef9d44a93845010b013b05205892da97c0e18a1d84ec5bfa27aacccd	False	10691	48	cross_target_generality_only_not_same_target_replication
PELP1	69	37	True	False	False	ineligible	218b101ccb37d15b4b0e38a511f606170f9e1e32a7f7841a9f7bd4988ff27314	False	10691	48	cross_target_generality_only_not_same_target_replication
PES1	65	36	True	False	False	ineligible	f492b93b28d271358a627d7aff8bc3c3e318fd8eb4acf4874f21894aefee933d	False	10691	48	cross_target_generality_only_not_same_target_replication
PET117	83	39	True	False	False	ineligible	835dfc8474a5cd95141351c55f3f8eded89de082ba6e9ad80dd595b535f2b9c9	False	10691	48	cross_target_generality_only_not_same_target_replication
PEX1	53	36	True	False	False	ineligible	1f13279c803848b4dc8df5a40698465f28db96fbb1a3448d3b75533557c9d7f6	False	10691	48	cross_target_generality_only_not_same_target_replication
PFDN1	34	20	True	False	False	ineligible	bd966df468a1841e8bbd922867d5addef8f8b49e5344605be35a6198b5cc5cb3	False	10691	48	cross_target_generality_only_not_same_target_replication
PFDN2	86	35	True	False	False	ineligible	5d415223bc4d8598f57ce69d74885769971befc7460357d18087ea47d0fe8898	False	10691	48	cross_target_generality_only_not_same_target_replication
PFDN4	34	21	True	False	False	ineligible	1ccfcd5e2b344835504d767419c6981a1f99f91d601abe3bbd1296cd929d460e	False	10691	48	cross_target_generality_only_not_same_target_replication
PFDN5	110	45	True	False	True	Q1	7d65ef5ce342b1b18fc04194a5e22e8267429d021fe38697dd93faac461b92d4	False	10691	48	cross_target_generality_only_not_same_target_replication
PFDN6	115	39	True	False	True	Q1	b20b9aa7a45533801498dc5345dd8ac5fa1ab8eefdf5d4e14609bd0e754257cc	False	10691	48	cross_target_generality_only_not_same_target_replication
PFN1	259	48	True	False	True	Q4	ab2dcc99e68ac371ad7e6994d7ba33ddd5a8d9f210f5d55b99e155be9f6a9c34	False	10691	48	cross_target_generality_only_not_same_target_replication
PGAM1	160	44	True	False	True	Q2	fec5a53d20d02e727d52fc0086d2f6518772bab48119035e8d7c89689a65e28d	False	10691	48	cross_target_generality_only_not_same_target_replication
PGD	115	45	True	False	True	Q1	d2e19e0737fd338d96053587cd87eedcfabf4a7da4ba12f56d4146dc81721a82	False	10691	48	cross_target_generality_only_not_same_target_replication
PGK1	33	24	True	False	False	ineligible	218cba79265b80019173c715dc2ed865abac59961712b6c13441a1a330e1f9ab	False	10691	48	cross_target_generality_only_not_same_target_replication
PGPEP1	52	28	True	False	False	ineligible	64da16a081f2f536bcc62f3fc949bcf64a932fa02e226c2d67dd13f264101adb	False	10691	48	cross_target_generality_only_not_same_target_replication
PGS1	104	44	True	False	True	Q1	589487d70a061ed4104817bcfe0a833756c2500387ff5eda01d2d58b773927ee	False	10691	48	cross_target_generality_only_not_same_target_replication
PHAX	412	48	True	False	True	Q4	5705dee990732fe6204bb8f24eb727902f62c6b231eb1126e2b518a962b050f3	False	10691	48	cross_target_generality_only_not_same_target_replication
PHB	256	47	True	False	True	Q4	d6a5d505d2e4cdf5af22ec7848455041fa496baf4c1c09c698c8ba692d158734	False	10691	48	cross_target_generality_only_not_same_target_replication
PHB2	415	48	True	False	True	Q4	d87f6e10c59f3a78d98ca2381379d8403b8b7d18f2705f0c57d2af470d73924e	False	10691	48	cross_target_generality_only_not_same_target_replication
PHF12	110	47	True	False	True	Q1	4047e410f836a484f49aceded8c502a931fdc5b30589c29f00730f66e841eb27	False	10691	48	cross_target_generality_only_not_same_target_replication
PHF5A	231	47	True	False	True	Q4	5117c0f3768259481a9955afb2a9644ac812d42ef5eb44ca6de091e5032db381	False	10691	48	cross_target_generality_only_not_same_target_replication
PI4KA	109	43	True	False	True	Q1	72851cc6a160d72646215071d5ece7208b752b32335b612b77e321f579b7fd6b	False	10691	48	cross_target_generality_only_not_same_target_replication
PIAS4	206	48	True	False	True	Q3	67d9c26d7498e51c266df7bf83f9c6c4a7418b3263ffeda3e2decc443335b02c	False	10691	48	cross_target_generality_only_not_same_target_replication
PIGH	85	41	True	False	False	ineligible	b1ae9c3a77aa61b64110165256323ec0db5ff5f105db0a632a2a606054711f2a	False	10691	48	cross_target_generality_only_not_same_target_replication
PIK3C3	115	45	True	False	True	Q1	916f99467d27535bdd1bf5951c19e0939cdd80df715446d21e576d32dc2f71a8	False	10691	48	cross_target_generality_only_not_same_target_replication
PIK3R4	77	39	True	False	False	ineligible	d493efef65a738200c54e74984ae03afdab17079fa2659a73a28185f57ac6e6f	False	10691	48	cross_target_generality_only_not_same_target_replication
PKM	149	48	True	False	True	Q2	ba28e57c48d41e41f07b72adfbf3fb03ed06d38cf99ddbaac19cea60c956d803	False	10691	48	cross_target_generality_only_not_same_target_replication
PKMYT1	92	40	True	False	False	ineligible	155a47c17bcbf5766c8c33039119e180e8390d4335af072722fb338b9be05302	False	10691	48	cross_target_generality_only_not_same_target_replication
PLA2G10	202	47	False	False	False	ineligible	46140093520a2bff2d34b052734028bd3479cfbc3e6c2f0fb6a0df1bae584595	False	10691	48	cross_target_generality_only_not_same_target_replication
PLEKHN1	104	44	False	False	False	ineligible	339566bae03f668268c68eb9dae2817188dcf0439cfb80e7b69898122a1ae12b	False	10691	48	cross_target_generality_only_not_same_target_replication
PLK1	60	33	True	False	False	ineligible	a30bb21e72647a26c4fe6a45bae0c219902626d2220d0de3e9eb86a09f0e7b96	False	10691	48	cross_target_generality_only_not_same_target_replication
PLK4	32	22	True	False	False	ineligible	33dc70d15e69575bfa9c1b95e40caa9f9b501b3c94f0a41aef3bc02ffce907bb	False	10691	48	cross_target_generality_only_not_same_target_replication
PLRG1	94	40	True	False	False	ineligible	7e55c6868050cbec5c7e3446ede861cebc6673b6e033b52db019f534075c180a	False	10691	48	cross_target_generality_only_not_same_target_replication
PMF1	265	48	True	False	True	Q4	c94758fe72329c36578fbbde6c07f2623409ba4c815ef07d5dfbb4d7c382f0d0	False	10691	48	cross_target_generality_only_not_same_target_replication
PMPCA	140	47	True	False	True	Q2	e0013e48df905ac989777c2dbf3ed7ffc98a09337f7e1f6c5149f22da2e2c51d	False	10691	48	cross_target_generality_only_not_same_target_replication
PMPCB	553	48	True	False	True	Q4	739622e496b253c87df1f1062163dc566645a5d774f85596272b0d5e66264d87	False	10691	48	cross_target_generality_only_not_same_target_replication
PNISR	196	46	True	False	True	Q3	dfb604ef55043f03fe78f231ebbb038de1dd2ca6737ac4087b1ef6d62fefb345	False	10691	48	cross_target_generality_only_not_same_target_replication
PNKP	185	48	True	False	True	Q3	08ff929387d23e4784f8e1a77ab6db5574d0fee988221eef1a2d3816e7f27e3b	False	10691	48	cross_target_generality_only_not_same_target_replication
PNN	86	42	True	False	False	ineligible	3c0a9ab6bda913b81093716d039d9ba317e85ea05b0729b951a4ebccbc04c54b	False	10691	48	cross_target_generality_only_not_same_target_replication
PNO1	134	42	True	False	True	Q2	407ff468467cde8b58b016986a2c3e4e4eee1d2f1c38976e6db10f9e4cda1def	False	10691	48	cross_target_generality_only_not_same_target_replication
PNPT1	131	46	True	False	True	Q2	17cf74afe05a59e625a26a3a57108f1a24e647fe34cf441cce5be6a157aa1adf	False	10691	48	cross_target_generality_only_not_same_target_replication
POGZ	38	29	True	False	False	ineligible	eea3181d3d68071d38c5b5e5b2598bf1835ddaed0dfec672513307050d17f724	False	10691	48	cross_target_generality_only_not_same_target_replication
POLA1	230	48	True	False	True	Q4	4acd8484724784fac37fa79f9c4b3dd9eb5a439330a06758250b3dbeefa5df43	False	10691	48	cross_target_generality_only_not_same_target_replication
POLA2	234	46	True	False	True	Q4	5fc847820dd1b1dbc68835ca0bfb76d214a205a191ee6c40f83835bec7a2fcf0	False	10691	48	cross_target_generality_only_not_same_target_replication
POLD1	212	47	True	False	True	Q3	acc2b978d180979ff58ca6ec3d8bccdff74b7ae70e2420861d1943fa89e4ac0b	False	10691	48	cross_target_generality_only_not_same_target_replication
POLD2	78	35	True	False	False	ineligible	15b7a720c74d5297f2ba9138a70e6c5ebd90955183c8abad4d5ecca0d0d30b63	False	10691	48	cross_target_generality_only_not_same_target_replication
POLD3	68	38	True	False	False	ineligible	0649b16d0be5f677b956502ceba11986160d66160aa993bce3a5d987d74ed00b	False	10691	48	cross_target_generality_only_not_same_target_replication
POLE	168	45	True	False	True	Q3	64db31656d818aca73e733f17597889ff89c6b989beb00d8d3aeb1c91cbeab65	False	10691	48	cross_target_generality_only_not_same_target_replication
POLE2	56	36	True	False	False	ineligible	20b8736f25048900babde6d9fdf487a3338d5de3e296f3a24424b010dd703703	False	10691	48	cross_target_generality_only_not_same_target_replication
POLG2	156	45	True	False	True	Q2	e0fed2daee9dfa1e162248da011e4c146bb9d98dcef5d149dbc0ea28dd79fb82	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR1A	127	47	True	False	True	Q1	2e21928046ad5d7eb57d13b2d06647efc46ad0a247200756e4362cc734e00bd6	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR1B	181	47	True	False	True	Q3	b0c0bd64535b6d9f1d2574a21bde4a59515c700572687ca272a19f35cc3fa072	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR1C	187	47	True	False	True	Q3	915a63788aa4bc3b77896ce5ec568aa7604a359f3af93869b235ef488473fdb4	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR1E	209	48	True	False	True	Q3	1fd77b1646614b66a39760aa93b28d4a50819af6e9da4d89720f91d5d23832c2	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2A	410	48	True	False	True	Q4	85a7ee486eb39f774991e4a95c28f4bce60953590cbdb4fcb434fa629ecf4983	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2B	320	47	True	False	True	Q4	49c0e2eb7c45847f339a677e7af4f1e1a5f61f9480e14c6a52c6a140cb733587	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2C	185	47	True	False	True	Q3	b263c1cf037580a6ce2706dc51ebc7a9c615a85f655bc9e41c60fe75dde5a148	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2D	281	48	True	False	True	Q4	cbf9719081043ed2a99a1ed331b8660ff4c319150769f821a3bdd18de7bab714	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2E	225	48	True	False	True	Q3	118a99889639dee0c383c95f3f25a440a9ccf9d8390fd6386410d6c4f412bb71	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2F	337	48	True	False	True	Q4	700b365678091d4f944083d6d9eba5de6228824c4f57b45ec7f85171074d5272	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2G	155	46	True	False	True	Q2	94a2965cd72a0830f418d58828c072e515119dc80174c36c99f4a06776b444e2	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2H	102	41	True	False	True	Q1	392dcf49ea21896e6970ced7b74134880053a586629dafe5dc0bce00170f8457	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2I	223	47	True	False	True	Q3	cc842f04181116db10ea14ff7e8f1716d24c75891f4bf6967b4bba3c8e3aa99e	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2K	22	16	True	False	False	ineligible	37146177a38fe1c57d50c19802e94a935d4168a8101f472e224961f7a860dab1	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR2L	62	34	True	False	False	ineligible	0cf629243a5126637fcefb06dadd4b4f6c9c3c07d11965e1f4b0f18aa9237fbd	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3A	6	6	True	False	False	ineligible	1296a904b448499d657428db4057204a52a9344925760a955d87eebafd446206	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3B	113	42	True	False	True	Q1	f6130b8a6c658d94ddf2a2587aa009edd24305486fd56679fd3f9c3f895e5c4a	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3C	175	47	True	False	True	Q3	69cde6156fd3280fbc4dfea739894fec2af20fa629b6f305d48ee6aa808c8823	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3D	118	42	True	False	True	Q1	e11cdb19b8512cf0897bcf2c73c5a65f4a55f1bbbcd56deb58d4214e595a0ad0	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3E	221	46	True	False	True	Q3	74bcb4de38df0932d7d3582cea89136dd98361c627638da966c031936e6323f5	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3F	165	47	True	False	True	Q3	576638379b23444e9325122eb54d36ee81eff435d6f7de78448a9a4623441a26	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3H	109	46	True	False	True	Q1	3ebd22ee52b0c04e69bf684542ae519ea3e3ba4a933530e4199c36de4957b6f9	False	10691	48	cross_target_generality_only_not_same_target_replication
POLR3K	108	39	True	False	True	Q1	e6d12f1abad9bbc24de1ba0c02b022cfcbeb8940eb0f77a86b7cb76fbe6e6f10	False	10691	48	cross_target_generality_only_not_same_target_replication
POLRMT	214	48	True	False	True	Q3	f8e8976005e4ed328e48153dd670133c440fc6f5e4736f677e9b0b8be8cb2da7	False	10691	48	cross_target_generality_only_not_same_target_replication
POP1	84	41	True	False	False	ineligible	749047ad09f842a3dbd940d821143d3e86255e2ac032fc7977054961e14d246e	False	10691	48	cross_target_generality_only_not_same_target_replication
POP4	128	43	True	False	True	Q2	3a4abaa1f45c08528f1829c7e8ccd1831718fdc12d264860e05c4ba187953986	False	10691	48	cross_target_generality_only_not_same_target_replication
POP5	56	34	True	False	False	ineligible	11af6e37f97fe3cfaee15f1b8585d77c00e36d8de1782c1eef8d724128cc2ab9	False	10691	48	cross_target_generality_only_not_same_target_replication
POP7	218	48	True	False	True	Q3	7bc1b253bfd1a68b156e41270bba827ce7716fb446f3f3a53db7af83e248bb29	False	10691	48	cross_target_generality_only_not_same_target_replication
POT1	5	5	True	False	False	ineligible	41acd068b2e9d0d4f23ac8e2769c62ffef28f0b52e3af5064e00e5de4253ca64	False	10691	48	cross_target_generality_only_not_same_target_replication
POTEI	126	43	False	False	False	ineligible	8813e42f1b01ef4396e1444dd6d440b15d8d8fcc1f3febcc2573d8176212bcd7	False	10691	48	cross_target_generality_only_not_same_target_replication
POU5F1B	81	42	False	False	False	ineligible	63463daa55de463d2698d71f530ca66a899839875486c6cb7cc6913b0bb5e91a	False	10691	48	cross_target_generality_only_not_same_target_replication
PPA1	143	46	True	False	True	Q2	6cfb859ce0f8475ef4c9e6857562935e5e2e0f660576a56e4beb2875a1237c00	False	10691	48	cross_target_generality_only_not_same_target_replication
PPA2	64	40	True	False	False	ineligible	c2e598a39f9ed13be2598e48001efad00b13c888e4dfe5a8dc28d747d9901e4d	False	10691	48	cross_target_generality_only_not_same_target_replication
PPAN	103	41	True	False	True	Q1	9b906e9110c58a9fc7611d0839d84fa5644a61ab438a09cda738790975a08fcf	False	10691	48	cross_target_generality_only_not_same_target_replication
PPARGC1B	142	45	True	False	True	Q2	6d8c3af93bb6e246e7aeb1cfe1b6d34253b4d8360e4ed417af496a91f9e737ba	False	10691	48	cross_target_generality_only_not_same_target_replication
PPIA	158	46	True	False	True	Q2	648fe2ab02a7049b1d62112cd6660ff26a505c5e520e1f56e38bae74311b44ec	False	10691	48	cross_target_generality_only_not_same_target_replication
PPIE	46	28	True	False	False	ineligible	f9178d7768e1fb32ba96d05d258a9a2758ea2a20b2064cc8226f4be1bc38a51d	False	10691	48	cross_target_generality_only_not_same_target_replication
PPIH	114	44	True	False	True	Q1	0f60c5440c36d4e019a58722dfe7a54c5eae1b484ffa67a98cdd047ce2388ce9	False	10691	48	cross_target_generality_only_not_same_target_replication
PPIL1	24	18	True	False	False	ineligible	8a77ff2a4034e03726b11b5a284b5142d97ac73c56142091a00c363e9b6e5e55	False	10691	48	cross_target_generality_only_not_same_target_replication
PPIL2	130	43	True	False	True	Q2	61fa20d9e5ed37dd35c78b47dd36463715911d74e28e20bcf0164fe1c5aeb4c8	False	10691	48	cross_target_generality_only_not_same_target_replication
PPIL4	74	38	True	False	False	ineligible	c6bc3af8a8c3165257eff8537de6490b52029f78c86623581fa65d05fe8947d2	False	10691	48	cross_target_generality_only_not_same_target_replication
PPME1	222	47	True	False	True	Q3	e636b7a74f5c7c812ff7f29ce5a67eaa9f61633bc3021df6d41efc93d3d16aee	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1CA	248	48	True	False	True	Q4	4f7844b14ae7bc6596594dfea3026ee5d2d36f6555a9eb351f877cd1f197a848	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1CB	160	45	True	False	True	Q2	61e623945dac0063d705946e71b29d0f526edf8c19d02a80babe3685b34120a7	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R10	7	7	True	False	False	ineligible	eab62e676c93a893c617a7d232d7bfef68f14b0a771f2000d1d769d1d5d84b2a	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R11	77	39	True	False	False	ineligible	c51455937c2210377cbc71b30424e2a92f3e0984e5ba8f9748c13a67bf506745	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R12A	179	48	True	False	True	Q3	ce3c3c2ae7baa5b122900a4d357b46a5ddb07a30caa122538d96cd8c628e996a	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R15B	135	44	True	False	True	Q2	8a03a8eed9deef6b422fa32ab6b4c16114df1282aef9f0cc6a53a8adcb29affd	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R2	80	40	True	False	False	ineligible	8cb5b1b5009c07581a9ea7b55b4371fd62d8af43bafbfe48f716fbc2f320ac68	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R7	63	35	True	False	False	ineligible	4974e9fd8beb6143d4cb9e04b16eeb84e8acb4d38d9fffd0bdf6727aa3882ca9	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP1R8	69	37	True	False	False	ineligible	18c4d66943d96bd34d9aa8d0923cb59167b28e3dc321d2fe4a74f4e766577382	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP2CA	184	48	True	False	True	Q3	460d771ef2d7fe5bbbf78149dd5f2f75b0a52dfe731fc10a4eefef059a086dba	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP2R1A	455	48	True	False	True	Q4	83fed90b5f037241d987f9375e0b349c712434c243b9d3030442ed02f7534647	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP2R3C	52	33	True	False	False	ineligible	f0b2e87a504833880c62af34315b19a1498887337be9082b62d363848f3322f0	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP4C	171	47	True	False	True	Q3	933557076fb3148f92c32fcfc884ac1df42967c3cdc9b4eb085e10084caf8250	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP4R2	187	48	True	False	True	Q3	bc60d0b12bda21f426c97acc18ff4a46f91eb7ded4525db5ddfcb033ba5c872d	False	10691	48	cross_target_generality_only_not_same_target_replication
PPP6C	114	44	True	False	True	Q1	bfe42a6dde6a076e4832227402916e49040bc6b8096e349d2579ee8fc59e013f	False	10691	48	cross_target_generality_only_not_same_target_replication
PPRC1	122	45	True	False	True	Q1	b5660bb6adca6b80d428e2483c88d0985dedc79386003c0c433f2a58a26e7bbf	False	10691	48	cross_target_generality_only_not_same_target_replication
PPWD1	24	22	True	False	False	ineligible	73e7c7a974bf35de7bb2df86a774b17fe288e6a2a27797eb5288b22301c5ede1	False	10691	48	cross_target_generality_only_not_same_target_replication
PPY	10	8	False	False	False	ineligible	d4901fb12c8432cc2f4da66de5b8a2068318f54b5f2beaa434244e3f3dcfea79	False	10691	48	cross_target_generality_only_not_same_target_replication
PRC1	187	46	True	False	True	Q3	f9d7d2e24ae485df11f601da750d15ad15b0483fcc41be18c45b0b23f7553275	False	10691	48	cross_target_generality_only_not_same_target_replication
PRDM10	14	14	False	False	False	ineligible	1e1e5012fb43d0c4dddc0fe5f4e18c39bda4893d8d05a124344bc114d080cae9	False	10691	48	cross_target_generality_only_not_same_target_replication
PREB	40	27	True	False	False	ineligible	88980a691074b92e92d63f399c816b84e2b5c0d7521da127719ef918dac109b7	False	10691	48	cross_target_generality_only_not_same_target_replication
PRELID1	152	45	True	False	True	Q2	67b7675b82d6d986a108922f6a87eb40d2d05524c20086a0f63f9392a78ea0f0	False	10691	48	cross_target_generality_only_not_same_target_replication
PRELID3B	273	48	True	False	True	Q4	ffbfc831e58707634686f35526ece2cf82a6fcf63d1b2e05da068e42077bd320	False	10691	48	cross_target_generality_only_not_same_target_replication
PRIM1	181	46	True	False	True	Q3	168ce60d9467039092d843ebad55d4a5f2b0dd5a0132618e911fa742f5e2d572	False	10691	48	cross_target_generality_only_not_same_target_replication
PRIM2	156	46	True	False	True	Q2	12a5d92962937d7f43405c8e28f702fb93cce48a5f130059cef9021b945da291	False	10691	48	cross_target_generality_only_not_same_target_replication
PRKRA	78	38	True	False	False	ineligible	938efb608a2c4a1dcb97802f238312980c7b07194cd1893449fa4297c141ee39	False	10691	48	cross_target_generality_only_not_same_target_replication
PRKRIP1	182	45	True	False	True	Q3	7e1609f0530f60a35598b2c327670a2892ae48d40058b6e951aad9333e23feff	False	10691	48	cross_target_generality_only_not_same_target_replication
PRMT1	58	33	True	False	False	ineligible	e89ded9f44620e5f7a716c4532f43eb0f6fb4cbe6674040f15e2ac5e70a34ed7	False	10691	48	cross_target_generality_only_not_same_target_replication
PRMT5	127	43	True	False	True	Q1	ee1cd5bc8080e94ecd8ff5a185112cf8b493f8207d301940f38e90b3cbf5928c	False	10691	48	cross_target_generality_only_not_same_target_replication
PRODH	379	48	False	False	False	ineligible	46cd2d9a86e2c47720c43cbce15b6f7375c465102c97bf99ba8d1f39c5f6e244	False	10691	48	cross_target_generality_only_not_same_target_replication
PRORP	42	28	True	False	False	ineligible	7d9b9c0723e8c575592ddc8d5e4ecf52a7a5defa6ae0937cb5d79ee5c24b734c	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF18	268	48	True	False	True	Q4	f0b53a3c33fa8a5dfce065eaec677898d6e79a3829fb33d9cd5b93d633ecc51e	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF19	112	45	True	False	True	Q1	7d3bcb0aaa29067d513b206a7ae0a20eb2096cef4b2b978c5468032d41a6df87	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF3	143	47	True	False	True	Q2	9d49c1ec14e330fce20959eeb185f4e0888696ac852bae2403186831af9b2925	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF31	27	22	True	False	False	ineligible	6b37019736ccc65a37c8d8a81fd478052e2e467798bda85351f32fa8743bcfe2	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF38A	19	14	True	False	False	ineligible	f38907b867c20a0c45e6786f23f8ee8557af227999babb4f089eb300398d5e90	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF38B	29	23	True	False	False	ineligible	8386d504da3679aca258a45394d4fb80c37a4b0435ab16020c2d97647685787b	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF4	117	43	True	False	True	Q1	22b4375a99a42a8495ff5fed9628d3dd71ae7d6f0f1917eb9718eb239ffd294b	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF40A	118	43	True	False	True	Q1	ae96300b6caccf77eef3b74f5753811434b988197c288631b6edf8f957f8cf0b	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF4B	208	47	True	False	True	Q3	d490336060388d80f6d5ee1493f2cfb3b2c919218d6b8ae007dd0bfe9d485e00	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF6	232	48	True	False	True	Q4	91ade6c56da8aefc6eae79de70264908c7518ebd36a14641100de06e6bd47aa2	False	10691	48	cross_target_generality_only_not_same_target_replication
PRPF8	150	47	True	False	True	Q2	93c29db92347fba35f432ef5e9d53b2b3cd817be7061eab92928b0a094da0acd	False	10691	48	cross_target_generality_only_not_same_target_replication
PRRC2A	89	39	True	False	False	ineligible	a293acc27d7bd45f5faf3819cb9ad19c878865a743eb8400b50fd53393b14cba	False	10691	48	cross_target_generality_only_not_same_target_replication
PSAT1	72	38	True	False	False	ineligible	5ff0d6eaa124290ea506b16ef3d9b2922835f9034be6591bfb8af690b6700bbb	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA1	170	45	True	False	True	Q3	306e00b0cedc523aecbf2066fde22d57ab4a314c2dbe6d9a2320cb1f1c98e62c	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA2	64	35	True	False	False	ineligible	7e44c20414c261f9ac2f14755af1ec7ffdea70e5649a83f195923ea091e51b1d	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA3	372	48	True	False	True	Q4	3b4fa59b9d8388baded4bd364491718a669f6f08ede81c85d96d89af6d591ee4	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA4	388	48	True	False	True	Q4	397f7e3960f095840058f8f055985a1911d7140ec7161b5233689a9ffaface48	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA5	25	19	True	False	False	ineligible	547bb745b9e06e69c84543165c0de87c38967bcb27d089bd9061888f5641e546	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA6	40	26	True	False	False	ineligible	fb6450f02d5f3f13bdd080b17507f7a9f9db03b0279b241f5cfc11a06f98792f	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMA7	41	29	True	False	False	ineligible	93304da220df539e37e3afffd39be5ce9f4308f7be4962e28c3063598be1fed7	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB1	143	44	True	False	True	Q2	32bbd8e23db7daaabe22d219c8ccdbd64232cf74ea4eb5936ad80fccd5085d76	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB2	53	38	True	False	False	ineligible	3c6a0db7d34160e2a6bfcd48a5486ec7cc5ccbef43155a48f603a879a0e43938	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB3	31	21	True	False	False	ineligible	20bf18b36bf748a3ed059f70c4e1c2e5f5da6a7b9c0170c25275adf2c0b2704f	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB4	101	44	True	False	True	Q1	9bb75dda8613a0061827baf9ae28e4fe10fd4fb6168cc9abe685fd91b5cc041c	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB5	270	48	True	False	True	Q4	71f31e2e684a896e31a128607dc8b295e115693638e8be239ea527472e16ccad	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB6	200	47	True	False	True	Q3	1499eaff1f90806e02a34b1be886bd03a568eaa339fd16b4e09aa10f31b893a2	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMB7	404	48	True	False	True	Q4	29b4e5b755babeb18952763e73294e84053b71efa4ccebde8841c9be569fcefe	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMC1	316	47	True	False	True	Q4	d3a099a07ed122c1bfa18191b09e0b0112f8abedbe2d6daac14a3967171ee40e	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMC2	432	48	True	False	True	Q4	64ad6514c1dd56cb46164a7b113b7b8392d61c6b886fbed5f9f7193532d2731d	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMC3	41	29	True	False	False	ineligible	656000528a4c1ba937cafdc1d928aa5038db5cfced660c216114fd4da31230c2	False	10691	48	cross_target_generality_only_not_same_target_replication
PSMC4	242	48	True	False	True	Q4	1099a62234cfa016e120f0fa1b8193743ea6d6d686b410a8275987bbde813a49	False	10691	48	cross_target_generality_only_not_same_target_replication
